LINE,SENT DATE
260067,2017-03-17
260075,2017-03-17
260079,2017-03-17
260091,2017-03-17
260100,2017-03-17
260150,2017-03-17
260156,2017-03-17
260176,2017-03-17
260190,2017-03-17
260199,2017-03-17
260203,2017-03-17
260232,2017-03-17
260235,2017-03-17
260252,2017-03-17
260285,2017-03-17
260311,2017-03-17
260312,2017-03-17
260313,2017-03-17
260339,2017-03-17
260340,2017-03-17
260358,2017-03-17
260379,2017-03-17
260385,2017-03-17
260421,2017-03-17
260551,2017-03-17
260602,2017-03-17
260603,2017-03-17
260612,2017-03-17
260657,2017-03-17
260684,2017-03-17
260736,2017-03-17
260741,2017-03-17
260762,2017-03-17
260768,2017-03-17
260878,2017-03-17
260972,2017-03-17
261081,2017-03-17
261190,2017-03-17
261246,2017-03-17
261335,2017-03-17
261351,2017-03-17
261522,2017-03-17
261525,2017-03-17
261666,2017-03-17
261668,2017-03-17
261741,2017-03-17
262023,2017-03-17
262035,2017-03-17
262393,2017-03-17
263084,2017-03-17
S01671,2017-03-17
S01672,2017-03-17
S01673,2017-03-17
S01675,2017-03-17
S01676,2017-03-17
S01677,2017-03-17
S01678,2017-03-17
S01679,2017-03-17
S01680,2017-03-17
S01687,2017-03-17
S01689,2017-03-17
S01690,2017-03-17
240999,2017-03-17
246969,2017-03-17
250121,2017-03-17
251897,2017-03-17
256623,2017-03-17
256625,2017-03-17
257665,2017-03-17
258172,2017-03-17
258633,2017-03-17
259918,2017-03-17
262861,2017-03-17
262864,2017-03-17
263076,2017-03-17
263119,2017-03-17
263136,2017-03-17
263354,2017-03-17
263484,2017-03-17
263559,2017-03-17
263597,2017-03-17
263617,2017-03-17
263768,2017-03-17
263871,2017-03-17
263874,2017-03-17
263907,2017-03-17
264222,2017-03-17
264233,2017-03-17
264254,2017-03-17
264278,2017-03-17
264428,2017-03-17
264468,2017-03-17
264471,2017-03-17
264588,2017-03-17
264598,2017-03-17
264642,2017-03-17
264672,2017-03-17
264963,2017-03-17
254992,2017-03-17
257881,2017-03-17
258604,2017-03-17
259491,2017-03-17
259936,2017-03-17
260649,2017-03-17
261665,2017-03-17
249006,2017-03-18
249031,2017-03-18
252164,2017-03-18
254676,2017-03-18
255744,2017-03-18
256298,2017-03-18
256299,2017-03-18
257405,2017-03-18
257553,2017-03-18
257682,2017-03-18
258308,2017-03-18
258316,2017-03-18
258470,2017-03-18
258611,2017-03-18
258627,2017-03-18
259092,2017-03-18
259214,2017-03-18
260033,2017-03-18
260137,2017-03-18
260202,2017-03-18
260211,2017-03-18
260212,2017-03-18
260299,2017-03-18
260302,2017-03-18
260353,2017-03-18
260596,2017-03-18
260611,2017-03-18
260617,2017-03-18
260647,2017-03-18
260652,2017-03-18
260749,2017-03-18
260841,2017-03-18
260935,2017-03-18
261006,2017-03-18
261062,2017-03-18
261125,2017-03-18
261161,2017-03-18
261167,2017-03-18
261197,2017-03-18
261221,2017-03-18
261224,2017-03-18
261278,2017-03-18
261280,2017-03-18
261327,2017-03-18
261422,2017-03-18
261473,2017-03-18
261505,2017-03-18
261523,2017-03-18
261581,2017-03-18
261583,2017-03-18
261662,2017-03-18
261680,2017-03-18
261854,2017-03-18
261955,2017-03-18
262168,2017-03-18
262169,2017-03-18
262174,2017-03-18
262202,2017-03-18
262312,2017-03-18
265262,2017-03-18
265263,2017-03-18
265269,2017-03-18
265272,2017-03-18
S01668,2017-03-18
241761,2017-03-18
249018,2017-03-18
252623,2017-03-18
254117,2017-03-18
265257,2017-03-18
265264,2017-03-18
265266,2017-03-18
265273,2017-03-18
265274,2017-03-18
S01683,2017-03-18
259554,2017-03-18
260242,2017-03-18
263217,2017-03-20
251314,2017-03-20
251382,2017-03-20
252022,2017-03-20
252169,2017-03-20
253784,2017-03-20
255438,2017-03-20
255907,2017-03-20
256199,2017-03-20
256336,2017-03-20
256341,2017-03-20
257060,2017-03-20
257927,2017-03-20
259409,2017-03-20
259535,2017-03-20
260247,2017-03-20
260407,2017-03-20
260733,2017-03-20
260754,2017-03-20
260864,2017-03-20
260910,2017-03-20
261012,2017-03-20
261069,2017-03-20
261504,2017-03-20
261736,2017-03-20
261856,2017-03-20
261987,2017-03-20
262046,2017-03-20
262252,2017-03-20
262265,2017-03-20
262273,2017-03-20
262360,2017-03-20
262378,2017-03-20
262490,2017-03-20
262525,2017-03-20
263098,2017-03-20
263161,2017-03-20
263824,2017-03-20
250887,2017-03-20
252457,2017-03-20
253660,2017-03-20
254237,2017-03-20
254299,2017-03-20
254635,2017-03-20
254977,2017-03-20
255433,2017-03-20
255883,2017-03-20
256181,2017-03-20
256218,2017-03-20
256917,2017-03-20
257629,2017-03-20
259121,2017-03-20
259150,2017-03-20
259189,2017-03-20
259436,2017-03-20
259729,2017-03-20
259923,2017-03-20
260057,2017-03-20
260172,2017-03-20
260230,2017-03-20
260238,2017-03-20
260260,2017-03-20
260411,2017-03-20
260540,2017-03-20
260563,2017-03-20
260577,2017-03-20
260766,2017-03-20
260795,2017-03-20
260839,2017-03-20
260881,2017-03-20
260892,2017-03-20
260914,2017-03-20
260936,2017-03-20
260938,2017-03-20
260939,2017-03-20
260942,2017-03-20
260981,2017-03-20
260985,2017-03-20
260986,2017-03-20
260997,2017-03-20
261078,2017-03-20
261107,2017-03-20
261195,2017-03-20
261223,2017-03-20
261302,2017-03-20
261322,2017-03-20
261339,2017-03-20
261403,2017-03-20
261406,2017-03-20
261408,2017-03-20
261410,2017-03-20
261450,2017-03-20
261510,2017-03-20
261516,2017-03-20
261519,2017-03-20
261520,2017-03-20
261521,2017-03-20
261547,2017-03-20
261557,2017-03-20
261564,2017-03-20
261566,2017-03-20
261582,2017-03-20
261590,2017-03-20
261698,2017-03-20
261751,2017-03-20
261755,2017-03-20
261795,2017-03-20
261803,2017-03-20
261811,2017-03-20
261918,2017-03-20
261939,2017-03-20
261969,2017-03-20
261994,2017-03-20
262000,2017-03-20
262052,2017-03-20
262074,2017-03-20
262191,2017-03-20
262195,2017-03-20
262200,2017-03-20
262220,2017-03-20
262251,2017-03-20
262269,2017-03-20
262275,2017-03-20
262298,2017-03-20
262317,2017-03-20
262332,2017-03-20
262352,2017-03-20
262395,2017-03-20
262409,2017-03-20
262424,2017-03-20
262550,2017-03-20
262630,2017-03-20
262639,2017-03-20
262659,2017-03-20
262700,2017-03-20
262725,2017-03-20
262744,2017-03-20
262914,2017-03-20
262932,2017-03-20
262940,2017-03-20
262984,2017-03-20
262985,2017-03-20
262987,2017-03-20
263032,2017-03-20
263088,2017-03-20
263100,2017-03-20
263104,2017-03-20
263107,2017-03-20
263605,2017-03-20
264329,2017-03-20
265544,2017-03-20
266267,2017-03-20
266760,2017-03-20
267366,2017-03-20
S01673,2017-03-20
241063,2017-03-20
249897,2017-03-20
252375,2017-03-20
253559,2017-03-20
255460,2017-03-20
260207,2017-03-20
260650,2017-03-20
262909,2017-03-20
265444,2017-03-20
S01682,2017-03-20
259536,2017-03-20
265023,2017-03-20
265196,2017-03-20
265605,2017-03-20
265675,2017-03-20
265703,2017-03-20
265771,2017-03-20
265774,2017-03-20
265777,2017-03-20
265843,2017-03-20
265850,2017-03-20
265879,2017-03-20
265948,2017-03-20
265973,2017-03-20
266064,2017-03-20
266108,2017-03-20
266161,2017-03-20
266176,2017-03-20
262733,2017-03-20
267259,2017-03-20
247030,2017-03-21
247238,2017-03-21
249320,2017-03-21
251598,2017-03-21
252406,2017-03-21
252963,2017-03-21
253243,2017-03-21
256549,2017-03-21
257204,2017-03-21
258137,2017-03-21
258412,2017-03-21
259156,2017-03-21
259441,2017-03-21
260316,2017-03-21
260778,2017-03-21
260820,2017-03-21
260832,2017-03-21
260845,2017-03-21
260906,2017-03-21
261055,2017-03-21
261058,2017-03-21
261323,2017-03-21
261325,2017-03-21
261330,2017-03-21
261409,2017-03-21
261421,2017-03-21
261489,2017-03-21
261802,2017-03-21
261848,2017-03-21
261891,2017-03-21
262092,2017-03-21
262148,2017-03-21
262207,2017-03-21
262211,2017-03-21
262235,2017-03-21
262259,2017-03-21
262293,2017-03-21
262307,2017-03-21
262322,2017-03-21
262350,2017-03-21
262365,2017-03-21
262383,2017-03-21
262446,2017-03-21
262453,2017-03-21
262562,2017-03-21
262594,2017-03-21
262629,2017-03-21
262653,2017-03-21
262655,2017-03-21
262711,2017-03-21
262729,2017-03-21
262771,2017-03-21
262772,2017-03-21
262800,2017-03-21
262829,2017-03-21
262834,2017-03-21
262868,2017-03-21
262890,2017-03-21
262891,2017-03-21
262899,2017-03-21
262902,2017-03-21
262907,2017-03-21
262912,2017-03-21
262913,2017-03-21
262920,2017-03-21
262922,2017-03-21
262925,2017-03-21
262926,2017-03-21
262933,2017-03-21
262992,2017-03-21
263010,2017-03-21
263012,2017-03-21
263013,2017-03-21
263014,2017-03-21
263019,2017-03-21
263126,2017-03-21
263130,2017-03-21
263137,2017-03-21
263150,2017-03-21
263170,2017-03-21
263173,2017-03-21
263430,2017-03-21
263464,2017-03-21
263468,2017-03-21
263469,2017-03-21
263492,2017-03-21
263566,2017-03-21
263571,2017-03-21
263592,2017-03-21
263600,2017-03-21
263609,2017-03-21
263627,2017-03-21
263643,2017-03-21
263711,2017-03-21
263744,2017-03-21
263793,2017-03-21
263898,2017-03-21
263900,2017-03-21
263908,2017-03-21
263955,2017-03-21
263965,2017-03-21
263985,2017-03-21
263994,2017-03-21
264023,2017-03-21
264051,2017-03-21
264121,2017-03-21
264522,2017-03-21
264568,2017-03-21
264873,2017-03-21
264889,2017-03-21
264959,2017-03-21
265032,2017-03-21
265192,2017-03-21
265562,2017-03-21
266283,2017-03-21
266497,2017-03-21
266580,2017-03-21
249054,2017-03-21
251819,2017-03-21
252681,2017-03-21
253013,2017-03-21
256687,2017-03-21
259001,2017-03-21
261216,2017-03-21
261218,2017-03-21
261222,2017-03-21
S01686,2017-03-21
259172,2017-03-21
264565,2017-03-21
264884,2017-03-21
265393,2017-03-21
265862,2017-03-21
266322,2017-03-21
266392,2017-03-21
266402,2017-03-21
266498,2017-03-21
266522,2017-03-21
266549,2017-03-21
266724,2017-03-21
266779,2017-03-21
266821,2017-03-21
266944,2017-03-21
267079,2017-03-21
267112,2017-03-21
267175,2017-03-21
267257,2017-03-21
267316,2017-03-21
267336,2017-03-21
267415,2017-03-21
267469,2017-03-21
267497,2017-03-21
262842,2017-03-21
263190,2017-03-21
263431,2017-03-21
263949,2017-03-21
264033,2017-03-21
258378,2017-03-21
260297,2017-03-22
261213,2017-03-22
261806,2017-03-22
262561,2017-03-22
262631,2017-03-22
264195,2017-03-22
264198,2017-03-22
264624,2017-03-22
265051,2017-03-22
265072,2017-03-22
265350,2017-03-22
265688,2017-03-22
265750,2017-03-22
267727,2017-03-22
250506,2017-03-22
252092,2017-03-22
255717,2017-03-22
255898,2017-03-22
257292,2017-03-22
259534,2017-03-22
260893,2017-03-22
260931,2017-03-22
260963,2017-03-22
260969,2017-03-22
261033,2017-03-22
261163,2017-03-22
261212,2017-03-22
261301,2017-03-22
261347,2017-03-22
261348,2017-03-22
261744,2017-03-22
261924,2017-03-22
262236,2017-03-22
262267,2017-03-22
262382,2017-03-22
262405,2017-03-22
262439,2017-03-22
262458,2017-03-22
262486,2017-03-22
262488,2017-03-22
262523,2017-03-22
262592,2017-03-22
262734,2017-03-22
262762,2017-03-22
262767,2017-03-22
262770,2017-03-22
262775,2017-03-22
262781,2017-03-22
262865,2017-03-22
262867,2017-03-22
262892,2017-03-22
262905,2017-03-22
262969,2017-03-22
262977,2017-03-22
263058,2017-03-22
263116,2017-03-22
263128,2017-03-22
263134,2017-03-22
263138,2017-03-22
263164,2017-03-22
263222,2017-03-22
263277,2017-03-22
263284,2017-03-22
263335,2017-03-22
263345,2017-03-22
263349,2017-03-22
263362,2017-03-22
263425,2017-03-22
263466,2017-03-22
263525,2017-03-22
263530,2017-03-22
263532,2017-03-22
263544,2017-03-22
263575,2017-03-22
263576,2017-03-22
263578,2017-03-22
263579,2017-03-22
263581,2017-03-22
263651,2017-03-22
263818,2017-03-22
263829,2017-03-22
263847,2017-03-22
263902,2017-03-22
263925,2017-03-22
264086,2017-03-22
264087,2017-03-22
264105,2017-03-22
264117,2017-03-22
264189,2017-03-22
264229,2017-03-22
264302,2017-03-22
264463,2017-03-22
264518,2017-03-22
264581,2017-03-22
264592,2017-03-22
264612,2017-03-22
264636,2017-03-22
264677,2017-03-22
264760,2017-03-22
264777,2017-03-22
265038,2017-03-22
265174,2017-03-22
265182,2017-03-22
250529,2017-03-22
251303,2017-03-22
251770,2017-03-22
252971,2017-03-22
254521,2017-03-22
255945,2017-03-22
262140,2017-03-22
S01681,2017-03-22
S01688,2017-03-22
248622,2017-03-22
267399,2017-03-22
267532,2017-03-22
267611,2017-03-22
267796,2017-03-22
267981,2017-03-22
268053,2017-03-22
268164,2017-03-22
268184,2017-03-22
268216,2017-03-22
268242,2017-03-22
268248,2017-03-22
268288,2017-03-22
268330,2017-03-22
268369,2017-03-22
268372,2017-03-22
268404,2017-03-22
262313,2017-03-22
264148,2017-03-22
264387,2017-03-22
264639,2017-03-22
265429,2017-03-22
259117,2017-03-22
261438,2017-03-22
264613,2017-03-22
264614,2017-03-22
266313,2017-03-22
267625,2017-03-22
267626,2017-03-22
268359,2017-03-22
268401,2017-03-22
268554,2017-03-22
269025,2017-03-22
263322,2017-03-23
265203,2017-03-23
269287,2017-03-23
269426,2017-03-23
257852,2017-03-23
258981,2017-03-23
260822,2017-03-23
260830,2017-03-23
261214,2017-03-23
261217,2017-03-23
261225,2017-03-23
261228,2017-03-23
261229,2017-03-23
261230,2017-03-23
261231,2017-03-23
261405,2017-03-23
261654,2017-03-23
261884,2017-03-23
262156,2017-03-23
262225,2017-03-23
262226,2017-03-23
262362,2017-03-23
262384,2017-03-23
262473,2017-03-23
262476,2017-03-23
262566,2017-03-23
262826,2017-03-23
262908,2017-03-23
262937,2017-03-23
262939,2017-03-23
262974,2017-03-23
263078,2017-03-23
263141,2017-03-23
263172,2017-03-23
263358,2017-03-23
263374,2017-03-23
263414,2017-03-23
263415,2017-03-23
263485,2017-03-23
263486,2017-03-23
263488,2017-03-23
263489,2017-03-23
263490,2017-03-23
263491,2017-03-23
263561,2017-03-23
263590,2017-03-23
263619,2017-03-23
263625,2017-03-23
263626,2017-03-23
263635,2017-03-23
263772,2017-03-23
263830,2017-03-23
263833,2017-03-23
263880,2017-03-23
263881,2017-03-23
264000,2017-03-23
264007,2017-03-23
264009,2017-03-23
264024,2017-03-23
264057,2017-03-23
264059,2017-03-23
264084,2017-03-23
264092,2017-03-23
264099,2017-03-23
264120,2017-03-23
264122,2017-03-23
264143,2017-03-23
264194,2017-03-23
264196,2017-03-23
264200,2017-03-23
264213,2017-03-23
264214,2017-03-23
264260,2017-03-23
264265,2017-03-23
264305,2017-03-23
264337,2017-03-23
264338,2017-03-23
264339,2017-03-23
264340,2017-03-23
264344,2017-03-23
264355,2017-03-23
264369,2017-03-23
264383,2017-03-23
264384,2017-03-23
264400,2017-03-23
264418,2017-03-23
264433,2017-03-23
264542,2017-03-23
264566,2017-03-23
264569,2017-03-23
264580,2017-03-23
264607,2017-03-23
264618,2017-03-23
264622,2017-03-23
264628,2017-03-23
264629,2017-03-23
264633,2017-03-23
264637,2017-03-23
264658,2017-03-23
264681,2017-03-23
264768,2017-03-23
264771,2017-03-23
264781,2017-03-23
264795,2017-03-23
264821,2017-03-23
264828,2017-03-23
264833,2017-03-23
264845,2017-03-23
264929,2017-03-23
265021,2017-03-23
265058,2017-03-23
265127,2017-03-23
265128,2017-03-23
265133,2017-03-23
265138,2017-03-23
265140,2017-03-23
265193,2017-03-23
265315,2017-03-23
265437,2017-03-23
265468,2017-03-23
265491,2017-03-23
265542,2017-03-23
265570,2017-03-23
265578,2017-03-23
265609,2017-03-23
265628,2017-03-23
265761,2017-03-23
265818,2017-03-23
265987,2017-03-23
266014,2017-03-23
266026,2017-03-23
266046,2017-03-23
266082,2017-03-23
266083,2017-03-23
266091,2017-03-23
266096,2017-03-23
266109,2017-03-23
266117,2017-03-23
266120,2017-03-23
266381,2017-03-23
266541,2017-03-23
267030,2017-03-23
249739,2017-03-23
250532,2017-03-23
250556,2017-03-23
250948,2017-03-23
251904,2017-03-23
253911,2017-03-23
254016,2017-03-23
254204,2017-03-23
254268,2017-03-23
254730,2017-03-23
254898,2017-03-23
255839,2017-03-23
256736,2017-03-23
257580,2017-03-23
257969,2017-03-23
259555,2017-03-23
261209,2017-03-23
263033,2017-03-23
S01674,2017-03-23
S01684,2017-03-23
257878,2017-03-23
268420,2017-03-23
268448,2017-03-23
268578,2017-03-23
268710,2017-03-23
268721,2017-03-23
268733,2017-03-23
268788,2017-03-23
268852,2017-03-23
269029,2017-03-23
269034,2017-03-23
269040,2017-03-23
269096,2017-03-23
269136,2017-03-23
269226,2017-03-23
269232,2017-03-23
269246,2017-03-23
269284,2017-03-23
269288,2017-03-23
264204,2017-03-23
264407,2017-03-23
264773,2017-03-23
256231,2017-03-24
261122,2017-03-24
262928,2017-03-24
263102,2017-03-24
264335,2017-03-24
264404,2017-03-24
264733,2017-03-24
264735,2017-03-24
264737,2017-03-24
265107,2017-03-24
265647,2017-03-24
265649,2017-03-24
265653,2017-03-24
265736,2017-03-24
265880,2017-03-24
266170,2017-03-24
266601,2017-03-24
267503,2017-03-24
267736,2017-03-24
267769,2017-03-24
268154,2017-03-24
270217,2017-03-24
270253,2017-03-24
251508,2017-03-24
257615,2017-03-24
257914,2017-03-24
257918,2017-03-24
258086,2017-03-24
259125,2017-03-24
259550,2017-03-24
260044,2017-03-24
260233,2017-03-24
260461,2017-03-24
261597,2017-03-24
262234,2017-03-24
262240,2017-03-24
262324,2017-03-24
262413,2017-03-24
262422,2017-03-24
262435,2017-03-24
262464,2017-03-24
262469,2017-03-24
262823,2017-03-24
263065,2017-03-24
263183,2017-03-24
263184,2017-03-24
263186,2017-03-24
263187,2017-03-24
263226,2017-03-24
263228,2017-03-24
263237,2017-03-24
263336,2017-03-24
263360,2017-03-24
263361,2017-03-24
263387,2017-03-24
263522,2017-03-24
263688,2017-03-24
263689,2017-03-24
263787,2017-03-24
263892,2017-03-24
263897,2017-03-24
264036,2017-03-24
264098,2017-03-24
264135,2017-03-24
264140,2017-03-24
264147,2017-03-24
264271,2017-03-24
264277,2017-03-24
264280,2017-03-24
264286,2017-03-24
264291,2017-03-24
264296,2017-03-24
264361,2017-03-24
264427,2017-03-24
264430,2017-03-24
264465,2017-03-24
264466,2017-03-24
264546,2017-03-24
264670,2017-03-24
264717,2017-03-24
264720,2017-03-24
264724,2017-03-24
264770,2017-03-24
264810,2017-03-24
264811,2017-03-24
264839,2017-03-24
264877,2017-03-24
265000,2017-03-24
265046,2017-03-24
265120,2017-03-24
265123,2017-03-24
265150,2017-03-24
265158,2017-03-24
265172,2017-03-24
265242,2017-03-24
265356,2017-03-24
265399,2017-03-24
265411,2017-03-24
265466,2017-03-24
265467,2017-03-24
265555,2017-03-24
265556,2017-03-24
265557,2017-03-24
265626,2017-03-24
265633,2017-03-24
265677,2017-03-24
265714,2017-03-24
265762,2017-03-24
265809,2017-03-24
265813,2017-03-24
265815,2017-03-24
265819,2017-03-24
265857,2017-03-24
265859,2017-03-24
265900,2017-03-24
266024,2017-03-24
266087,2017-03-24
266088,2017-03-24
266179,2017-03-24
266278,2017-03-24
266317,2017-03-24
266396,2017-03-24
266495,2017-03-24
266530,2017-03-24
266542,2017-03-24
266628,2017-03-24
266642,2017-03-24
266645,2017-03-24
266870,2017-03-24
267160,2017-03-24
267209,2017-03-24
267318,2017-03-24
267363,2017-03-24
267500,2017-03-24
267864,2017-03-24
267916,2017-03-24
268419,2017-03-24
S01685,2017-03-24
253511,2017-03-24
254743,2017-03-24
257494,2017-03-24
259369,2017-03-24
260051,2017-03-24
260903,2017-03-24
261145,2017-03-24
263061,2017-03-24
263178,2017-03-24
263221,2017-03-24
264145,2017-03-24
264283,2017-03-24
264875,2017-03-24
244783,2017-03-24
268665,2017-03-24
269348,2017-03-24
269390,2017-03-24
269422,2017-03-24
269465,2017-03-24
269473,2017-03-24
269498,2017-03-24
269589,2017-03-24
269689,2017-03-24
269800,2017-03-24
269820,2017-03-24
269822,2017-03-24
270042,2017-03-24
270087,2017-03-24
263044,2017-03-24
265745,2017-03-24
266238,2017-03-24
266533,2017-03-24
267299,2017-03-24
267409,2017-03-24
268196,2017-03-24
268209,2017-03-24
268724,2017-03-24
264391,2017-03-24
269546,2017-03-24
271103,2017-03-24
254581,2017-03-25
258587,2017-03-25
260074,2017-03-25
260143,2017-03-25
260908,2017-03-25
262595,2017-03-25
263155,2017-03-25
263337,2017-03-25
263442,2017-03-25
263449,2017-03-25
263855,2017-03-25
263956,2017-03-25
263970,2017-03-25
264304,2017-03-25
264341,2017-03-25
264342,2017-03-25
264343,2017-03-25
264587,2017-03-25
264589,2017-03-25
264632,2017-03-25
264662,2017-03-25
264675,2017-03-25
264987,2017-03-25
265003,2017-03-25
265096,2017-03-25
265099,2017-03-25
265170,2017-03-25
265186,2017-03-25
265189,2017-03-25
265191,2017-03-25
265211,2017-03-25
265219,2017-03-25
265330,2017-03-25
265331,2017-03-25
265454,2017-03-25
265510,2017-03-25
265692,2017-03-25
265709,2017-03-25
265769,2017-03-25
265788,2017-03-25
265836,2017-03-25
265851,2017-03-25
265893,2017-03-25
265894,2017-03-25
265910,2017-03-25
265917,2017-03-25
265918,2017-03-25
265920,2017-03-25
265943,2017-03-25
265946,2017-03-25
266005,2017-03-25
266076,2017-03-25
266090,2017-03-25
266097,2017-03-25
266098,2017-03-25
266118,2017-03-25
266144,2017-03-25
266263,2017-03-25
266268,2017-03-25
266274,2017-03-25
266320,2017-03-25
266326,2017-03-25
266393,2017-03-25
266426,2017-03-25
266470,2017-03-25
266474,2017-03-25
266486,2017-03-25
266570,2017-03-25
266571,2017-03-25
266617,2017-03-25
266624,2017-03-25
266659,2017-03-25
266687,2017-03-25
266688,2017-03-25
266718,2017-03-25
266723,2017-03-25
266725,2017-03-25
266730,2017-03-25
266825,2017-03-25
266851,2017-03-25
266894,2017-03-25
267039,2017-03-25
267094,2017-03-25
267098,2017-03-25
267234,2017-03-25
267274,2017-03-25
267356,2017-03-25
267395,2017-03-25
267502,2017-03-25
267561,2017-03-25
267612,2017-03-25
267643,2017-03-25
267648,2017-03-25
267674,2017-03-25
267906,2017-03-25
268327,2017-03-25
268350,2017-03-25
268402,2017-03-25
268631,2017-03-25
268751,2017-03-25
269984,2017-03-25
251967,2017-03-25
255445,2017-03-25
255697,2017-03-25
256394,2017-03-25
258930,2017-03-25
258982,2017-03-25
259287,2017-03-25
261560,2017-03-25
263212,2017-03-25
267440,2017-03-25
S01670,2017-03-25
264294,2017-03-25
266626,2017-03-25
267291,2017-03-25
267710,2017-03-25
267801,2017-03-25
268074,2017-03-25
268528,2017-03-25
269934,2017-03-25
269585,2017-03-26
262279,2017-03-27
263604,2017-03-27
264938,2017-03-27
265584,2017-03-27
266461,2017-03-27
266582,2017-03-27
266778,2017-03-27
266837,2017-03-27
266947,2017-03-27
266998,2017-03-27
267097,2017-03-27
267111,2017-03-27
267114,2017-03-27
267334,2017-03-27
267645,2017-03-27
268181,2017-03-27
268507,2017-03-27
268662,2017-03-27
268682,2017-03-27
269017,2017-03-27
249012,2017-03-27
256659,2017-03-27
257219,2017-03-27
263224,2017-03-27
263903,2017-03-27
264116,2017-03-27
264125,2017-03-27
264130,2017-03-27
264150,2017-03-27
264180,2017-03-27
264183,2017-03-27
264192,2017-03-27
264263,2017-03-27
264299,2017-03-27
264303,2017-03-27
264441,2017-03-27
264608,2017-03-27
264643,2017-03-27
264647,2017-03-27
264864,2017-03-27
264952,2017-03-27
265214,2017-03-27
265233,2017-03-27
265459,2017-03-27
265488,2017-03-27
265538,2017-03-27
265554,2017-03-27
265576,2017-03-27
265687,2017-03-27
265796,2017-03-27
265805,2017-03-27
265807,2017-03-27
265858,2017-03-27
265884,2017-03-27
266003,2017-03-27
266185,2017-03-27
266224,2017-03-27
266231,2017-03-27
266269,2017-03-27
266291,2017-03-27
266334,2017-03-27
266386,2017-03-27
266425,2017-03-27
266515,2017-03-27
266516,2017-03-27
266600,2017-03-27
266614,2017-03-27
266632,2017-03-27
266663,2017-03-27
266697,2017-03-27
266754,2017-03-27
266761,2017-03-27
266976,2017-03-27
266977,2017-03-27
266981,2017-03-27
267012,2017-03-27
267044,2017-03-27
267057,2017-03-27
267104,2017-03-27
267109,2017-03-27
267119,2017-03-27
267188,2017-03-27
267211,2017-03-27
267241,2017-03-27
267262,2017-03-27
267293,2017-03-27
267341,2017-03-27
267349,2017-03-27
267355,2017-03-27
267362,2017-03-27
267364,2017-03-27
267426,2017-03-27
267439,2017-03-27
267458,2017-03-27
267470,2017-03-27
267472,2017-03-27
267475,2017-03-27
267485,2017-03-27
267491,2017-03-27
267516,2017-03-27
267518,2017-03-27
267524,2017-03-27
267527,2017-03-27
267551,2017-03-27
267557,2017-03-27
267624,2017-03-27
267656,2017-03-27
267664,2017-03-27
267679,2017-03-27
267684,2017-03-27
267686,2017-03-27
267687,2017-03-27
267699,2017-03-27
267731,2017-03-27
267734,2017-03-27
267746,2017-03-27
267756,2017-03-27
267757,2017-03-27
267761,2017-03-27
267771,2017-03-27
267775,2017-03-27
267777,2017-03-27
267780,2017-03-27
267781,2017-03-27
267841,2017-03-27
267850,2017-03-27
267870,2017-03-27
267871,2017-03-27
267897,2017-03-27
267915,2017-03-27
267956,2017-03-27
268064,2017-03-27
268071,2017-03-27
268081,2017-03-27
268089,2017-03-27
268121,2017-03-27
268131,2017-03-27
268165,2017-03-27
268178,2017-03-27
268182,2017-03-27
268194,2017-03-27
268215,2017-03-27
268245,2017-03-27
268252,2017-03-27
268262,2017-03-27
268291,2017-03-27
268316,2017-03-27
268325,2017-03-27
268346,2017-03-27
268348,2017-03-27
268368,2017-03-27
268375,2017-03-27
268389,2017-03-27
268406,2017-03-27
268407,2017-03-27
268410,2017-03-27
268423,2017-03-27
268446,2017-03-27
268459,2017-03-27
268467,2017-03-27
268485,2017-03-27
268497,2017-03-27
268509,2017-03-27
268514,2017-03-27
268523,2017-03-27
268534,2017-03-27
268566,2017-03-27
268568,2017-03-27
268569,2017-03-27
268642,2017-03-27
268645,2017-03-27
268663,2017-03-27
268668,2017-03-27
268673,2017-03-27
268678,2017-03-27
268693,2017-03-27
268695,2017-03-27
268704,2017-03-27
268776,2017-03-27
268787,2017-03-27
268789,2017-03-27
268810,2017-03-27
268834,2017-03-27
268835,2017-03-27
268896,2017-03-27
268925,2017-03-27
269071,2017-03-27
269097,2017-03-27
269139,2017-03-27
269193,2017-03-27
269208,2017-03-27
269229,2017-03-27
269235,2017-03-27
269242,2017-03-27
269295,2017-03-27
269442,2017-03-27
269477,2017-03-27
269478,2017-03-27
269532,2017-03-27
269536,2017-03-27
269538,2017-03-27
269586,2017-03-27
269634,2017-03-27
269754,2017-03-27
269815,2017-03-27
269816,2017-03-27
269969,2017-03-27
270096,2017-03-27
271084,2017-03-27
S01691,2017-03-27
S01692,2017-03-27
S01693,2017-03-27
S01694,2017-03-27
251792,2017-03-27
251797,2017-03-27
251915,2017-03-27
251926,2017-03-27
251928,2017-03-27
251931,2017-03-27
252728,2017-03-27
253132,2017-03-27
253256,2017-03-27
254066,2017-03-27
254207,2017-03-27
254229,2017-03-27
254257,2017-03-27
254711,2017-03-27
254845,2017-03-27
255543,2017-03-27
255951,2017-03-27
256379,2017-03-27
258045,2017-03-27
258584,2017-03-27
259752,2017-03-27
260441,2017-03-27
261097,2017-03-27
261641,2017-03-27
262108,2017-03-27
262330,2017-03-27
263215,2017-03-27
263498,2017-03-27
263930,2017-03-27
264124,2017-03-27
266189,2017-03-27
270189,2017-03-27
