LINE,SENT DATE
284567,2017-04-14
284575,2017-04-14
284595,2017-04-14
284631,2017-04-14
284654,2017-04-14
284703,2017-04-14
284705,2017-04-14
284716,2017-04-14
284750,2017-04-14
284761,2017-04-14
284822,2017-04-14
284832,2017-04-14
284850,2017-04-14
284925,2017-04-14
284992,2017-04-14
285005,2017-04-14
285075,2017-04-14
285097,2017-04-14
285100,2017-04-14
285103,2017-04-14
285110,2017-04-14
285138,2017-04-14
285147,2017-04-14
285149,2017-04-14
285239,2017-04-14
285358,2017-04-14
285361,2017-04-14
285364,2017-04-14
285511,2017-04-14
285550,2017-04-14
285583,2017-04-14
285623,2017-04-14
285727,2017-04-14
285813,2017-04-14
285848,2017-04-14
285868,2017-04-14
285967,2017-04-14
286497,2017-04-14
286551,2017-04-14
286696,2017-04-14
286711,2017-04-14
286819,2017-04-14
286826,2017-04-14
287772,2017-04-14
289434,2017-04-14
289449,2017-04-14
289574,2017-04-14
289735,2017-04-14
289859,2017-04-14
290097,2017-04-14
290152,2017-04-14
290164,2017-04-14
290842,2017-04-14
290897,2017-04-14
291144,2017-04-14
291148,2017-04-14
251719,2017-04-14
254216,2017-04-14
272905,2017-04-14
275470,2017-04-14
277065,2017-04-14
277072,2017-04-14
278520,2017-04-14
278958,2017-04-14
280244,2017-04-14
280434,2017-04-14
280574,2017-04-14
280874,2017-04-14
282243,2017-04-14
282666,2017-04-14
283762,2017-04-14
283809,2017-04-14
284549,2017-04-14
284940,2017-04-14
285338,2017-04-14
285751,2017-04-14
285752,2017-04-14
286193,2017-04-14
286237,2017-04-14
286438,2017-04-14
286606,2017-04-14
286731,2017-04-14
287065,2017-04-14
288224,2017-04-14
288393,2017-04-14
288888,2017-04-14
289185,2017-04-14
289284,2017-04-14
291286,2017-04-14
291308,2017-04-14
291321,2017-04-14
291329,2017-04-14
291360,2017-04-14
291428,2017-04-14
291572,2017-04-14
291574,2017-04-14
291588,2017-04-14
291635,2017-04-14
291641,2017-04-14
291660,2017-04-14
291671,2017-04-14
291823,2017-04-14
291887,2017-04-14
291890,2017-04-14
292075,2017-04-14
292164,2017-04-14
292170,2017-04-14
292180,2017-04-14
277852,2017-04-14
282291,2017-04-14
283557,2017-04-14
286246,2017-04-14
287508,2017-04-14
289200,2017-04-14
290303,2017-04-14
291222,2017-04-14
257679,2017-04-15
258324,2017-04-15
262526,2017-04-15
279660,2017-04-15
279972,2017-04-15
281014,2017-04-15
281576,2017-04-15
281732,2017-04-15
281906,2017-04-15
281913,2017-04-15
281967,2017-04-15
282000,2017-04-15
282008,2017-04-15
282246,2017-04-15
282273,2017-04-15
282347,2017-04-15
282367,2017-04-15
282465,2017-04-15
282475,2017-04-15
282517,2017-04-15
282522,2017-04-15
282733,2017-04-15
282827,2017-04-15
282845,2017-04-15
283031,2017-04-15
283316,2017-04-15
283319,2017-04-15
283357,2017-04-15
283397,2017-04-15
283465,2017-04-15
283516,2017-04-15
283603,2017-04-15
283624,2017-04-15
283685,2017-04-15
283806,2017-04-15
283807,2017-04-15
283811,2017-04-15
283820,2017-04-15
283863,2017-04-15
283877,2017-04-15
283918,2017-04-15
283925,2017-04-15
283939,2017-04-15
283955,2017-04-15
283965,2017-04-15
283997,2017-04-15
284020,2017-04-15
284030,2017-04-15
284032,2017-04-15
284043,2017-04-15
284067,2017-04-15
284074,2017-04-15
284099,2017-04-15
284109,2017-04-15
284142,2017-04-15
284154,2017-04-15
284168,2017-04-15
284173,2017-04-15
284265,2017-04-15
284279,2017-04-15
284303,2017-04-15
284324,2017-04-15
284325,2017-04-15
284328,2017-04-15
284340,2017-04-15
284351,2017-04-15
284367,2017-04-15
284400,2017-04-15
284413,2017-04-15
284429,2017-04-15
284523,2017-04-15
284529,2017-04-15
284580,2017-04-15
284593,2017-04-15
284597,2017-04-15
284619,2017-04-15
284629,2017-04-15
284641,2017-04-15
284644,2017-04-15
284652,2017-04-15
284658,2017-04-15
284664,2017-04-15
284692,2017-04-15
284699,2017-04-15
284764,2017-04-15
284770,2017-04-15
284944,2017-04-15
285031,2017-04-15
285061,2017-04-15
285063,2017-04-15
285124,2017-04-15
285160,2017-04-15
285163,2017-04-15
285196,2017-04-15
285219,2017-04-15
285238,2017-04-15
285362,2017-04-15
285366,2017-04-15
285428,2017-04-15
285487,2017-04-15
285491,2017-04-15
285580,2017-04-15
285729,2017-04-15
285734,2017-04-15
285740,2017-04-15
285831,2017-04-15
285875,2017-04-15
285904,2017-04-15
285918,2017-04-15
286003,2017-04-15
286147,2017-04-15
286350,2017-04-15
286528,2017-04-15
286593,2017-04-15
286600,2017-04-15
286618,2017-04-15
286620,2017-04-15
286717,2017-04-15
286734,2017-04-15
286765,2017-04-15
286767,2017-04-15
286781,2017-04-15
286812,2017-04-15
287128,2017-04-15
287427,2017-04-15
287452,2017-04-15
287987,2017-04-15
288130,2017-04-15
288577,2017-04-15
288581,2017-04-15
288613,2017-04-15
289043,2017-04-15
289111,2017-04-15
289160,2017-04-15
290245,2017-04-15
290546,2017-04-15
290602,2017-04-15
291394,2017-04-15
291482,2017-04-15
291827,2017-04-15
292019,2017-04-15
292878,2017-04-15
262373,2017-04-15
267641,2017-04-15
272385,2017-04-15
272564,2017-04-15
275214,2017-04-15
275389,2017-04-15
276640,2017-04-15
276744,2017-04-15
277123,2017-04-15
277444,2017-04-15
277623,2017-04-15
277795,2017-04-15
277913,2017-04-15
278962,2017-04-15
278974,2017-04-15
278986,2017-04-15
279531,2017-04-15
279595,2017-04-15
279726,2017-04-15
279907,2017-04-15
280300,2017-04-15
280318,2017-04-15
280712,2017-04-15
280811,2017-04-15
280861,2017-04-15
281893,2017-04-15
282124,2017-04-15
282307,2017-04-15
282333,2017-04-15
282537,2017-04-15
282824,2017-04-15
283004,2017-04-15
283077,2017-04-15
283168,2017-04-15
283347,2017-04-15
283793,2017-04-15
283845,2017-04-15
284431,2017-04-15
284544,2017-04-15
284700,2017-04-15
284873,2017-04-15
285337,2017-04-15
286199,2017-04-15
286665,2017-04-15
286909,2017-04-15
286979,2017-04-15
287477,2017-04-15
287517,2017-04-15
288623,2017-04-15
288915,2017-04-15
289235,2017-04-15
289679,2017-04-15
290068,2017-04-15
291968,2017-04-15
289181,2017-04-15
289412,2017-04-15
251947,2017-04-15
286442,2017-04-15
279070,2017-04-17
279088,2017-04-17
279116,2017-04-17
279135,2017-04-17
279178,2017-04-17
279181,2017-04-17
284386,2017-04-17
284867,2017-04-17
284960,2017-04-17
286067,2017-04-17
286502,2017-04-17
286507,2017-04-17
287184,2017-04-17
287192,2017-04-17
287505,2017-04-17
287840,2017-04-17
287856,2017-04-17
289079,2017-04-17
289118,2017-04-17
229741,2017-04-17
251956,2017-04-17
275729,2017-04-17
278961,2017-04-17
278993,2017-04-17
278994,2017-04-17
278996,2017-04-17
279074,2017-04-17
279075,2017-04-17
280234,2017-04-17
281141,2017-04-17
281412,2017-04-17
281450,2017-04-17
281453,2017-04-17
281769,2017-04-17
282065,2017-04-17
282164,2017-04-17
282167,2017-04-17
282495,2017-04-17
282496,2017-04-17
282771,2017-04-17
282782,2017-04-17
282783,2017-04-17
282792,2017-04-17
282849,2017-04-17
282869,2017-04-17
283089,2017-04-17
283327,2017-04-17
283358,2017-04-17
283364,2017-04-17
283419,2017-04-17
283583,2017-04-17
283590,2017-04-17
283823,2017-04-17
283838,2017-04-17
283860,2017-04-17
284040,2017-04-17
284084,2017-04-17
284105,2017-04-17
284139,2017-04-17
284163,2017-04-17
284177,2017-04-17
284182,2017-04-17
284223,2017-04-17
284285,2017-04-17
284292,2017-04-17
284318,2017-04-17
284379,2017-04-17
284420,2017-04-17
284480,2017-04-17
284503,2017-04-17
284532,2017-04-17
284599,2017-04-17
284671,2017-04-17
284678,2017-04-17
284728,2017-04-17
284769,2017-04-17
284869,2017-04-17
284894,2017-04-17
284907,2017-04-17
284919,2017-04-17
285002,2017-04-17
285184,2017-04-17
285186,2017-04-17
285195,2017-04-17
285197,2017-04-17
285198,2017-04-17
285229,2017-04-17
285231,2017-04-17
285264,2017-04-17
285309,2017-04-17
285441,2017-04-17
285479,2017-04-17
285489,2017-04-17
285657,2017-04-17
285706,2017-04-17
285899,2017-04-17
285961,2017-04-17
286002,2017-04-17
286102,2017-04-17
286103,2017-04-17
286105,2017-04-17
286110,2017-04-17
286194,2017-04-17
286356,2017-04-17
286440,2017-04-17
286452,2017-04-17
286556,2017-04-17
286681,2017-04-17
286758,2017-04-17
286806,2017-04-17
286811,2017-04-17
286828,2017-04-17
286942,2017-04-17
287026,2017-04-17
287063,2017-04-17
287064,2017-04-17
287189,2017-04-17
287328,2017-04-17
287349,2017-04-17
287434,2017-04-17
287532,2017-04-17
287612,2017-04-17
287706,2017-04-17
287714,2017-04-17
287812,2017-04-17
287830,2017-04-17
287836,2017-04-17
288096,2017-04-17
288140,2017-04-17
288141,2017-04-17
288173,2017-04-17
288181,2017-04-17
288276,2017-04-17
288297,2017-04-17
288352,2017-04-17
288403,2017-04-17
288530,2017-04-17
288616,2017-04-17
288768,2017-04-17
288843,2017-04-17
288957,2017-04-17
289012,2017-04-17
289113,2017-04-17
289389,2017-04-17
289430,2017-04-17
289505,2017-04-17
289824,2017-04-17
289994,2017-04-17
290141,2017-04-17
290682,2017-04-17
290895,2017-04-17
290900,2017-04-17
260621,2017-04-17
273047,2017-04-17
274171,2017-04-17
277293,2017-04-17
277386,2017-04-17
277854,2017-04-17
277890,2017-04-17
277948,2017-04-17
277988,2017-04-17
278098,2017-04-17
278348,2017-04-17
278599,2017-04-17
278872,2017-04-17
278922,2017-04-17
279054,2017-04-17
279351,2017-04-17
279410,2017-04-17
280539,2017-04-17
281421,2017-04-17
281578,2017-04-17
281763,2017-04-17
281884,2017-04-17
281885,2017-04-17
282222,2017-04-17
282718,2017-04-17
282877,2017-04-17
282882,2017-04-17
282885,2017-04-17
283332,2017-04-17
283421,2017-04-17
283693,2017-04-17
283920,2017-04-17
283989,2017-04-17
284262,2017-04-17
284407,2017-04-17
284701,2017-04-17
284719,2017-04-17
284884,2017-04-17
284941,2017-04-17
285654,2017-04-17
285791,2017-04-17
285792,2017-04-17
285864,2017-04-17
285883,2017-04-17
286719,2017-04-17
286856,2017-04-17
286885,2017-04-17
286977,2017-04-17
287376,2017-04-17
287470,2017-04-17
287779,2017-04-17
288128,2017-04-17
288205,2017-04-17
288301,2017-04-17
288967,2017-04-17
289058,2017-04-17
289060,2017-04-17
289112,2017-04-17
289321,2017-04-17
289403,2017-04-17
289415,2017-04-17
289485,2017-04-17
289501,2017-04-17
289599,2017-04-17
289661,2017-04-17
289772,2017-04-17
289988,2017-04-17
290608,2017-04-17
291206,2017-04-17
291512,2017-04-17
291914,2017-04-17
292250,2017-04-17
249635,2017-04-17
288934,2017-04-17
290913,2017-04-17
291004,2017-04-17
291719,2017-04-17
292078,2017-04-17
292266,2017-04-17
292292,2017-04-17
292300,2017-04-17
292328,2017-04-17
292336,2017-04-17
292428,2017-04-17
292437,2017-04-17
292438,2017-04-17
292454,2017-04-17
292474,2017-04-17
292624,2017-04-17
292640,2017-04-17
292706,2017-04-17
292841,2017-04-17
292852,2017-04-17
292881,2017-04-17
292948,2017-04-17
292957,2017-04-17
292970,2017-04-17
293023,2017-04-17
293107,2017-04-17
293347,2017-04-17
293357,2017-04-17
293359,2017-04-17
293414,2017-04-17
293431,2017-04-17
293502,2017-04-17
293503,2017-04-17
293530,2017-04-17
290913,2017-04-17
291004,2017-04-17
270367,2017-04-17
285438,2017-04-17
292164,2017-04-17
292167,2017-04-17
292274,2017-04-17
292691,2017-04-17
292691,2017-04-17
294064,2017-04-17
283615,2017-04-18
283720,2017-04-18
284227,2017-04-18
284369,2017-04-18
286800,2017-04-18
287117,2017-04-18
287224,2017-04-18
288064,2017-04-18
288066,2017-04-18
288152,2017-04-18
288334,2017-04-18
288480,2017-04-18
288720,2017-04-18
289016,2017-04-18
289216,2017-04-18
289393,2017-04-18
290707,2017-04-18
290827,2017-04-18
272954,2017-04-18
278014,2017-04-18
278952,2017-04-18
279162,2017-04-18
280675,2017-04-18
281011,2017-04-18
281256,2017-04-18
281529,2017-04-18
281535,2017-04-18
281991,2017-04-18
282570,2017-04-18
282786,2017-04-18
283284,2017-04-18
283668,2017-04-18
283674,2017-04-18
283712,2017-04-18
283729,2017-04-18
283781,2017-04-18
284014,2017-04-18
284027,2017-04-18
284054,2017-04-18
284063,2017-04-18
284076,2017-04-18
284116,2017-04-18
284136,2017-04-18
284149,2017-04-18
284214,2017-04-18
284232,2017-04-18
284233,2017-04-18
284236,2017-04-18
284385,2017-04-18
284491,2017-04-18
284502,2017-04-18
284504,2017-04-18
284541,2017-04-18
284623,2017-04-18
284685,2017-04-18
284711,2017-04-18
284713,2017-04-18
284724,2017-04-18
284755,2017-04-18
284772,2017-04-18
284775,2017-04-18
284818,2017-04-18
284959,2017-04-18
285060,2017-04-18
285062,2017-04-18
285225,2017-04-18
285267,2017-04-18
285268,2017-04-18
285269,2017-04-18
285432,2017-04-18
285490,2017-04-18
285531,2017-04-18
285552,2017-04-18
285632,2017-04-18
285647,2017-04-18
285653,2017-04-18
285656,2017-04-18
285666,2017-04-18
285699,2017-04-18
285754,2017-04-18
285802,2017-04-18
285840,2017-04-18
285858,2017-04-18
285900,2017-04-18
285907,2017-04-18
285932,2017-04-18
285984,2017-04-18
286157,2017-04-18
286158,2017-04-18
286172,2017-04-18
286224,2017-04-18
286272,2017-04-18
286347,2017-04-18
286363,2017-04-18
286403,2017-04-18
286412,2017-04-18
286413,2017-04-18
286419,2017-04-18
286509,2017-04-18
286540,2017-04-18
286567,2017-04-18
286610,2017-04-18
286610,2017-04-18
286641,2017-04-18
286663,2017-04-18
286735,2017-04-18
286738,2017-04-18
286741,2017-04-18
286768,2017-04-18
286775,2017-04-18
286776,2017-04-18
286823,2017-04-18
286833,2017-04-18
286864,2017-04-18
286897,2017-04-18
286912,2017-04-18
286913,2017-04-18
286944,2017-04-18
286945,2017-04-18
286993,2017-04-18
287015,2017-04-18
287125,2017-04-18
287187,2017-04-18
287277,2017-04-18
287303,2017-04-18
287312,2017-04-18
287419,2017-04-18
287455,2017-04-18
287561,2017-04-18
287562,2017-04-18
287605,2017-04-18
287609,2017-04-18
287655,2017-04-18
287843,2017-04-18
287845,2017-04-18
287945,2017-04-18
287965,2017-04-18
288047,2017-04-18
288062,2017-04-18
288087,2017-04-18
288117,2017-04-18
288119,2017-04-18
288171,2017-04-18
288237,2017-04-18
288440,2017-04-18
288461,2017-04-18
288564,2017-04-18
288565,2017-04-18
288712,2017-04-18
288724,2017-04-18
288787,2017-04-18
288907,2017-04-18
288925,2017-04-18
288980,2017-04-18
289097,2017-04-18
289146,2017-04-18
289148,2017-04-18
289262,2017-04-18
289271,2017-04-18
289358,2017-04-18
289419,2017-04-18
289435,2017-04-18
289442,2017-04-18
289548,2017-04-18
289692,2017-04-18
289710,2017-04-18
289736,2017-04-18
289817,2017-04-18
289911,2017-04-18
289937,2017-04-18
289992,2017-04-18
290012,2017-04-18
290046,2017-04-18
290104,2017-04-18
290283,2017-04-18
290478,2017-04-18
290494,2017-04-18
290530,2017-04-18
290533,2017-04-18
290549,2017-04-18
290839,2017-04-18
290890,2017-04-18
290960,2017-04-18
291025,2017-04-18
291073,2017-04-18
291266,2017-04-18
291318,2017-04-18
291587,2017-04-18
291636,2017-04-18
292835,2017-04-18
293384,2017-04-18
294124,2017-04-18
294287,2017-04-18
294381,2017-04-18
294894,2017-04-18
252598,2017-04-18
271485,2017-04-18
272833,2017-04-18
273700,2017-04-18
274974,2017-04-18
279376,2017-04-18
279529,2017-04-18
280201,2017-04-18
281020,2017-04-18
281078,2017-04-18
281113,2017-04-18
281152,2017-04-18
281254,2017-04-18
281819,2017-04-18
282219,2017-04-18
282468,2017-04-18
282969,2017-04-18
282996,2017-04-18
283297,2017-04-18
283505,2017-04-18
284246,2017-04-18
284410,2017-04-18
284461,2017-04-18
284589,2017-04-18
284745,2017-04-18
285008,2017-04-18
285508,2017-04-18
285579,2017-04-18
285606,2017-04-18
285628,2017-04-18
285713,2017-04-18
286718,2017-04-18
287747,2017-04-18
288196,2017-04-18
288223,2017-04-18
288451,2017-04-18
288854,2017-04-18
288900,2017-04-18
288923,2017-04-18
289464,2017-04-18
290119,2017-04-18
290538,2017-04-18
290800,2017-04-18
290817,2017-04-18
291122,2017-04-18
291807,2017-04-18
291819,2017-04-18
292113,2017-04-18
292311,2017-04-18
292389,2017-04-18
292497,2017-04-18
289526,2017-04-18
290456,2017-04-18
276985,2017-04-18
283615,2017-04-18
283720,2017-04-18
284227,2017-04-18
284284,2017-04-18
284369,2017-04-18
286800,2017-04-18
287117,2017-04-18
287224,2017-04-18
288064,2017-04-18
288066,2017-04-18
288152,2017-04-18
288334,2017-04-18
288480,2017-04-18
288720,2017-04-18
289016,2017-04-18
289216,2017-04-18
289393,2017-04-18
290707,2017-04-18
290827,2017-04-18
291596,2017-04-18
291778,2017-04-18
291865,2017-04-18
291977,2017-04-18
292052,2017-04-18
293579,2017-04-18
293845,2017-04-18
293888,2017-04-18
293965,2017-04-18
293970,2017-04-18
294009,2017-04-18
294042,2017-04-18
294046,2017-04-18
294072,2017-04-18
294298,2017-04-18
294299,2017-04-18
294301,2017-04-18
294308,2017-04-18
294311,2017-04-18
294380,2017-04-18
294459,2017-04-18
294474,2017-04-18
294500,2017-04-18
294514,2017-04-18
294551,2017-04-18
294552,2017-04-18
294567,2017-04-18
294685,2017-04-18
294776,2017-04-18
294777,2017-04-18
294837,2017-04-18
294847,2017-04-18
294853,2017-04-18
294854,2017-04-18
294855,2017-04-18
294861,2017-04-18
294862,2017-04-18
294863,2017-04-18
294942,2017-04-18
294947,2017-04-18
294977,2017-04-18
294978,2017-04-18
294990,2017-04-18
295003,2017-04-18
295004,2017-04-18
295025,2017-04-18
251947,2017-04-19
279492,2017-04-19
281389,2017-04-19
282266,2017-04-19
282269,2017-04-19
282291,2017-04-19
282762,2017-04-19
282774,2017-04-19
282906,2017-04-19
282929,2017-04-19
283213,2017-04-19
283305,2017-04-19
283308,2017-04-19
283557,2017-04-19
283613,2017-04-19
283893,2017-04-19
283898,2017-04-19
283906,2017-04-19
283907,2017-04-19
283909,2017-04-19
283973,2017-04-19
284004,2017-04-19
284013,2017-04-19
284015,2017-04-19
284126,2017-04-19
284129,2017-04-19
284153,2017-04-19
284388,2017-04-19
284393,2017-04-19
284406,2017-04-19
284426,2017-04-19
284545,2017-04-19
284600,2017-04-19
284657,2017-04-19
284662,2017-04-19
284827,2017-04-19
284939,2017-04-19
284943,2017-04-19
284970,2017-04-19
284993,2017-04-19
285074,2017-04-19
285101,2017-04-19
285119,2017-04-19
285154,2017-04-19
285156,2017-04-19
285438,2017-04-19
285640,2017-04-19
285670,2017-04-19
285674,2017-04-19
285747,2017-04-19
285748,2017-04-19
285753,2017-04-19
285851,2017-04-19
285917,2017-04-19
285919,2017-04-19
285924,2017-04-19
285950,2017-04-19
285958,2017-04-19
286030,2017-04-19
286060,2017-04-19
286070,2017-04-19
286081,2017-04-19
286128,2017-04-19
286154,2017-04-19
286196,2017-04-19
286201,2017-04-19
286345,2017-04-19
286434,2017-04-19
286456,2017-04-19
286549,2017-04-19
286550,2017-04-19
286554,2017-04-19
286562,2017-04-19
286570,2017-04-19
286627,2017-04-19
286656,2017-04-19
286786,2017-04-19
286808,2017-04-19
286869,2017-04-19
286874,2017-04-19
286876,2017-04-19
286925,2017-04-19
286931,2017-04-19
286946,2017-04-19
286952,2017-04-19
286969,2017-04-19
286978,2017-04-19
287028,2017-04-19
287072,2017-04-19
287143,2017-04-19
287198,2017-04-19
287282,2017-04-19
287348,2017-04-19
287368,2017-04-19
287380,2017-04-19
287383,2017-04-19
287519,2017-04-19
287587,2017-04-19
287606,2017-04-19
287622,2017-04-19
287703,2017-04-19
287739,2017-04-19
287741,2017-04-19
287748,2017-04-19
287753,2017-04-19
287763,2017-04-19
287802,2017-04-19
287868,2017-04-19
287948,2017-04-19
288094,2017-04-19
288111,2017-04-19
288131,2017-04-19
288185,2017-04-19
288200,2017-04-19
288208,2017-04-19
288316,2017-04-19
288360,2017-04-19
288363,2017-04-19
288427,2017-04-19
288464,2017-04-19
288524,2017-04-19
288628,2017-04-19
288736,2017-04-19
288866,2017-04-19
288896,2017-04-19
289018,2017-04-19
289025,2017-04-19
289067,2017-04-19
289134,2017-04-19
289186,2017-04-19
289279,2017-04-19
289292,2017-04-19
289364,2017-04-19
289410,2017-04-19
289502,2017-04-19
289506,2017-04-19
289591,2017-04-19
289797,2017-04-19
289876,2017-04-19
289912,2017-04-19
290076,2017-04-19
290131,2017-04-19
290326,2017-04-19
290365,2017-04-19
290399,2017-04-19
290421,2017-04-19
290425,2017-04-19
290428,2017-04-19
290440,2017-04-19
290457,2017-04-19
290514,2017-04-19
290647,2017-04-19
290735,2017-04-19
290758,2017-04-19
290768,2017-04-19
290828,2017-04-19
291020,2017-04-19
291127,2017-04-19
291129,2017-04-19
291132,2017-04-19
291161,2017-04-19
291162,2017-04-19
291173,2017-04-19
291193,2017-04-19
291216,2017-04-19
291249,2017-04-19
291271,2017-04-19
291285,2017-04-19
291312,2017-04-19
291414,2017-04-19
291424,2017-04-19
291666,2017-04-19
291761,2017-04-19
291785,2017-04-19
291907,2017-04-19
291918,2017-04-19
292147,2017-04-19
292219,2017-04-19
294167,2017-04-19
296075,2017-04-19
296295,2017-04-19
269492,2017-04-19
274347,2017-04-19
274738,2017-04-19
277357,2017-04-19
279136,2017-04-19
280774,2017-04-19
281833,2017-04-19
282822,2017-04-19
283856,2017-04-19
283924,2017-04-19
284077,2017-04-19
284776,2017-04-19
285698,2017-04-19
286098,2017-04-19
286424,2017-04-19
286761,2017-04-19
287140,2017-04-19
287390,2017-04-19
288015,2017-04-19
288620,2017-04-19
289184,2017-04-19
289316,2017-04-19
289405,2017-04-19
289429,2017-04-19
289470,2017-04-19
289545,2017-04-19
289691,2017-04-19
289819,2017-04-19
289879,2017-04-19
290548,2017-04-19
290905,2017-04-19
291210,2017-04-19
291374,2017-04-19
291465,2017-04-19
291747,2017-04-19
292121,2017-04-19
292140,2017-04-19
292245,2017-04-19
292395,2017-04-19
292649,2017-04-19
292705,2017-04-19
293564,2017-04-19
294028,2017-04-19
294045,2017-04-19
266860,2017-04-19
270240,2017-04-19
270241,2017-04-19
270942,2017-04-19
277940,2017-04-19
277949,2017-04-19
279192,2017-04-19
279300,2017-04-19
280200,2017-04-19
280988,2017-04-19
282098,2017-04-19
283188,2017-04-19
283307,2017-04-19
283356,2017-04-19
283370,2017-04-19
283681,2017-04-19
283864,2017-04-19
283871,2017-04-19
283872,2017-04-19
284204,2017-04-19
284945,2017-04-19
285069,2017-04-19
285643,2017-04-19
286613,2017-04-19
290411,2017-04-19
292372,2017-04-19
293073,2017-04-19
293126,2017-04-19
294707,2017-04-19
295027,2017-04-19
295111,2017-04-19
295115,2017-04-19
295120,2017-04-19
295223,2017-04-19
295360,2017-04-19
295472,2017-04-19
295473,2017-04-19
295532,2017-04-19
295533,2017-04-19
295606,2017-04-19
295632,2017-04-19
295635,2017-04-19
295694,2017-04-19
295703,2017-04-19
295836,2017-04-19
295862,2017-04-19
296867,2017-04-19
281253,2017-04-20
284060,2017-04-20
284326,2017-04-20
284329,2017-04-20
286436,2017-04-20
286439,2017-04-20
286576,2017-04-20
286832,2017-04-20
287627,2017-04-20
289394,2017-04-20
291356,2017-04-20
291373,2017-04-20
291967,2017-04-20
262622,2017-04-20
266184,2017-04-20
266191,2017-04-20
271114,2017-04-20
271634,2017-04-20
272950,2017-04-20
273216,2017-04-20
275067,2017-04-20
276464,2017-04-20
276489,2017-04-20
278179,2017-04-20
280988,2017-04-20
281609,2017-04-20
282601,2017-04-20
282726,2017-04-20
283871,2017-04-20
283994,2017-04-20
284679,2017-04-20
284689,2017-04-20
285015,2017-04-20
285069,2017-04-20
285112,2017-04-20
285806,2017-04-20
285850,2017-04-20
286638,2017-04-20
286831,2017-04-20
286835,2017-04-20
286887,2017-04-20
286914,2017-04-20
286926,2017-04-20
286935,2017-04-20
286980,2017-04-20
287088,2017-04-20
287121,2017-04-20
287137,2017-04-20
287176,2017-04-20
287211,2017-04-20
287227,2017-04-20
287229,2017-04-20
287291,2017-04-20
287308,2017-04-20
287310,2017-04-20
287423,2017-04-20
287424,2017-04-20
287438,2017-04-20
287441,2017-04-20
287511,2017-04-20
287549,2017-04-20
287572,2017-04-20
287630,2017-04-20
287636,2017-04-20
287685,2017-04-20
287715,2017-04-20
287760,2017-04-20
287807,2017-04-20
287819,2017-04-20
287941,2017-04-20
287955,2017-04-20
287989,2017-04-20
288126,2017-04-20
288162,2017-04-20
288165,2017-04-20
288168,2017-04-20
288178,2017-04-20
288324,2017-04-20
288329,2017-04-20
288726,2017-04-20
288805,2017-04-20
288885,2017-04-20
288891,2017-04-20
288943,2017-04-20
288956,2017-04-20
289020,2017-04-20
289026,2017-04-20
289073,2017-04-20
289076,2017-04-20
289128,2017-04-20
289170,2017-04-20
289208,2017-04-20
289222,2017-04-20
289231,2017-04-20
289255,2017-04-20
289328,2017-04-20
289355,2017-04-20
289356,2017-04-20
289383,2017-04-20
289395,2017-04-20
289396,2017-04-20
289409,2017-04-20
289428,2017-04-20
289440,2017-04-20
289514,2017-04-20
289544,2017-04-20
289559,2017-04-20
289598,2017-04-20
289600,2017-04-20
289605,2017-04-20
289628,2017-04-20
289787,2017-04-20
290023,2017-04-20
290034,2017-04-20
290035,2017-04-20
290062,2017-04-20
290144,2017-04-20
290255,2017-04-20
290277,2017-04-20
290373,2017-04-20
290391,2017-04-20
290409,2017-04-20
290441,2017-04-20
290447,2017-04-20
290464,2017-04-20
290468,2017-04-20
290587,2017-04-20
290609,2017-04-20
290624,2017-04-20
290660,2017-04-20
290748,2017-04-20
290753,2017-04-20
290776,2017-04-20
290869,2017-04-20
290871,2017-04-20
290888,2017-04-20
290907,2017-04-20
291032,2017-04-20
291097,2017-04-20
291326,2017-04-20
291348,2017-04-20
291441,2017-04-20
291490,2017-04-20
291491,2017-04-20
291573,2017-04-20
291582,2017-04-20
291682,2017-04-20
291817,2017-04-20
291872,2017-04-20
291930,2017-04-20
292173,2017-04-20
292182,2017-04-20
292190,2017-04-20
292191,2017-04-20
292359,2017-04-20
292414,2017-04-20
292464,2017-04-20
292528,2017-04-20
292952,2017-04-20
292978,2017-04-20
293448,2017-04-20
297759,2017-04-20
273621,2017-04-20
274875,2017-04-20
276373,2017-04-20
277957,2017-04-20
280471,2017-04-20
280896,2017-04-20
281191,2017-04-20
281252,2017-04-20
281496,2017-04-20
282217,2017-04-20
283577,2017-04-20
284471,2017-04-20
285730,2017-04-20
286692,2017-04-20
286974,2017-04-20
287425,2017-04-20
287653,2017-04-20
287758,2017-04-20
287814,2017-04-20
288169,2017-04-20
289872,2017-04-20
290061,2017-04-20
290193,2017-04-20
290383,2017-04-20
290543,2017-04-20
290805,2017-04-20
291046,2017-04-20
291431,2017-04-20
291629,2017-04-20
291820,2017-04-20
291878,2017-04-20
292213,2017-04-20
292319,2017-04-20
293432,2017-04-20
293640,2017-04-20
293652,2017-04-20
294029,2017-04-20
294330,2017-04-20
294836,2017-04-20
293208,2017-04-20
293302,2017-04-20
295954,2017-04-20
295965,2017-04-20
296025,2017-04-20
296053,2017-04-20
296063,2017-04-20
296088,2017-04-20
296220,2017-04-20
296327,2017-04-20
296334,2017-04-20
296378,2017-04-20
296564,2017-04-20
296675,2017-04-20
296824,2017-04-20
296892,2017-04-20
296895,2017-04-20
279450,2017-04-20
279943,2017-04-20
280991,2017-04-20
281778,2017-04-20
283406,2017-04-20
283527,2017-04-20
285658,2017-04-20
286835,2017-04-20
286901,2017-04-20
