utm_campaign,product
CONTEMPORARY_USA-AUS_ALL_28-45_HIGH HHI_ALL_CAROUSEL_PRODUCT_TRENDS_CAROUSEL_PRODUCT_VOGUE-CALLOUT_PDP_MIX_VIOLETTE-ELINOR-JAN-TAMU,VIOLETTE
CONTEMPORARY_USA-AUS_ALL_28-45_MID HHI_ALL_CAROUSEL_PRODUCT_SUMMER _CAROUSEL_PRODUCT_BRAND_PDP_MIX_KLING-ISSA-GIOVANA-CHIARA,KLING
CONTEMPORARY_USA-AUS_ALL_28-45_SUSTAINABILITY_ALL_CAROUSEL_PRODUCT_SUMMER_CAROUSEL_PRODUCT_BRAND_PDP_MIX_SHIONA-WALTON-HANNE-MANFIELD,SHIONA
CONTEMPORARY_USA-AUS_ALL_28-45_SUSTAINABILITY_ALL_CAROUSEL_PRODUCT_SUSTAINABILITY_CAROUSEL_PRODUCT_BRAND_PDP_MIX_ANKA-MARIBO-SOROYA-GREENER,ANKA
CONTEMPORARY_USA-AUS_ALL_28-45_SUSTAINABILITY_ALL_CAROUSEL_PRODUCT_WOMEN'S EMPOWERMENT_CAROUSEL_PRODUCT_BRAND_PDP_MIX_AMELIA-ELINOR-PREETMA-LAU,AMELIA
CONTEMPORARY_USA-AUS__28-45_PROFESSIONAL-SERVICES_ALL_CAROUSEL_PRODUCT_SUMMER_CAROUSEL_PRODUCT_BRAND_PDP_MIX_STARK-MARIBO-AMELIA-SOROYA,STARK
CONTEMPORARY _USA-AUS_ALL_28-46_COMPETITORS-AESTHETIC _ALL_CAROUSEL_PRODUCT_AFF_CAROUSEL_PRODUCT_VOGUE-CALLOUT_PDP_MIX_BERENSON-KLING-AMELIA-KIM,BERENSON
CONTEMPORARY_USA-AUS_ALL_28-45_MID HHI_ALL_CAROUSEL_PRODUCT_TRENDS_CAROUSEL_PRODUCT_VOGUE-CALLOUT_PDP_MIX_VIOLETTE-ELINOR-JAN-TAMU,VIOLETTE
CONTEMPORARY_USA-AUS_ALL_28-46_ALL_ALL_CAROUSEL_PRODUCT_SUMMER_CAROUSEL_PRODUCT_BRAND_PDP_MIX_AMELIA-RUTSON-BERENSON-CANDELLA,AMELIA
CONTEMPORARY_USA-AUS_ALL_28-46_COMPETITORS-MISSION_ALL_CAROUSEL_PRODUCT_TRENDS_CAROUSEL_PRODUCT_BRAND_PDP_MIX_AMELIA-ELINOR-PREETMA-LAU,AMELIA
CONTEMPORARY_USA-AUS_ALL_28-46_COMPETITORS-REFORMATION_ALL_CAROUSEL_PRODUCT_SUMMER_CAROUSEL_PRODUCT_CHEEKY_PDP_MIX_CANDELLA-ALT-ISSA-SOKU,CANDELLA
CONTEMPORARY_USA-AUS_ALL_28-46_COMPETITORS-REFORMATION_ALL_CAROUSEL_PRODUCT_TRENDS_CAROUSEL_PRODUCT_BRAND_PDP_MIX_BERENSON-KLING-AMELIA-KIM,BERENSON
CONTEMPORARY_USA-AUS_GEO-BIG-CITIES_28-46_GEO-BIG-CITIES_ALL_CAROUSEL_PRODUCT_SUMMER_CAROUSEL_PRODUCT_BRAND_PDP_MIX_AMELIA-RUTSON-BERENSON-CANDELLA,AMELIA
CONTEMPORARY_USA-AUS_GEO-NON-BIG-CITIES_28-46_GEO-NON-BIG-CITIES_ALL_CAROUSEL_PRODUCT_SUMMER_CAROUSEL_PRODUCT_BRAND_PDP_MIX_AMELIA-RUTSON-BERENSON-CANDELLA,AMELIA
CONTEMPORARY_USA-AUS_GEO-NON-BIG-CITIES_28-46_GEO-NON-BIG-CITIES_ALL_CAROUSEL_PRODUCT_TRENDS_CAROUSEL_PRODUCT_BRAND_PDP_MIX_RUSSO-VICKERS-GIOVANA-ORTIZ,RUSSO
CONTEMPORARY_USA-AUS_ALL_28-46_ALL_ALL_CAROUSEL_PRODUCT_SUMMER_CAROUSEL_PRODUCT_ETHICAL_PDP_MIX_AMELIA-RUTSON-BERENSON-CANDELLA,AMELIA
CONTEMPORARY_USA-AUS_ALL_28-46_ALL_ALL_CAROUSEL_PRODUCT_SUMMER_CAROUSEL_PRODUCT_NON-ETHICAL_PDP_MIX_AMELIA-RUTSON-BERENSON-CANDELLA,AMELIA
CONTEMPORARY_USA-AUS_ALL_28-46_COMPETITORS-AESTHETIC_ALL_CAROUSEL_PRODUCT_SUMMER_CAROUSEL_PRODUCT_VOGUE-CALLOUT_PDP_MIX_CANDELLA-ALT-ISSA-SOKU,CANDELLA
CONTEMPORARY_USA-AUS_ALL_28-46_COMPETITORS-EVERLANE_ALL_CAROUSEL_PRODUCT_TRENDS_CAROUSEL_PRODUCT_BRAND_PDP_MIX_AMELIA-ELINOR-PREETMA-LAU,AMELIA
CONTEMPORARY_USA-AUS_ALL_28-46_COMPETITORS-THEORY_ALL_CAROUSEL_PRODUCT_WORKWEAR_CAROUSEL_PRODUCT_BRAND_PDP_MIX_COHEN-GREY-SORA-ANKA,COHEN
CONTEMPORARY_USA-AUS_GEO-BIG-CITIES_28-46_GEO-BIG-CITIES_ALL_CAROUSEL_PRODUCT_TRENDS_CAROUSEL_PRODUCT_BRAND_PDP_MIX_RUSSO-VICKERS-GIOVANA-ORTIZ,RUSSO
CONTEMPORARY_USA-AUS__28-45_ALL_ALL_CAROUSEL_PRODUCT_FLORALS_CAROUSEL_PRODUCT_BRAND_PDP_MIX_LIBERTY-ECHO-ZAPPA-JUNIPER,LIBERTY
CONTEMPORARY_USA-AUS_ALL_28-45_COMPETITORS-AESTHETIC_ALL_CAROUSEL_PRODUCT_FLORALS_CAROUSEL_PRODUCT_BRAND_PDP_MIX_BLOSSOM-ECHO-JUNIPER-GYPSET,BLOSSOM
CONTEMPORARY_USA-AUS_ALL_28-45_COMPETITORS-MISSION_ALL_CAROUSEL_PRODUCT _FLORALS_CAROUSEL_PRODUCT_BRAND_PDP_MIX_BLOSSOM-ECHO-JUNIPER-GYPSET,BLOSSOM
CONTEMPORARY_USA-AUS_ALL_28-45_COMPETITORS-PRICE-QUALITY_ALL_CAROUSEL_PRODUCT _FLORALS_CAROUSEL_PRODUCT_BRAND_PDP_MIX_BLOSSOM-ECHO-JUNIPER-GYPSET,BLOSSOM
CONTEMPORARY_USA-AUS_ALL_28-45_GEO-BIG-CITIES_ALL_CAROUSEL_PRODUCT _FLORALS_CAROUSEL_PRODUCT_BRAND_PDP_MIX_LIBERTY-ECHO-ZAPPA-JUNIPER,LIBERTY
CONTEMPORARY_USA-AUS_ALL_28-45_GEO-NON-BIG-CITIES_ALL_CAROUSEL_PRODUCT _FLORALS_CAROUSEL_PRODUCT_BRAND_PDP_MIX_LIBERTY-ECHO-ZAPPA-JUNIPER,LIBERTY
WEDDING_USA-AUS_ALL_26-45_BRIDESMAID_ALL_CAROUSEL_PRODUCT_MODERN-BRIDESMAID_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_JULIANNE-YVETTE-LACEY-ARIEL,JULIANNE
CONTEMPORARY_USA-AUS_ALL_28-45_ALL_ALL_CAROUSEL_PRODUCT_COCKTAIL_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_ROSSMORE-SILVERLAKE-FIGUEROA-WILSHIRE,ROSSMORE
CONTEMPORARY_USA-AUS_ALL_28-45_COMPETITORS-AESTHETIC_ALL_CAROUSEL_PRODUCT_COCKTAIL_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_ROSSMORE-SILVERLAKE-FIGUEROA-WILSHIRE,ROSSMORE
CONTEMPORARY_USA-AUS_ALL_28-45_COMPETITORS-CUSTOMIZATION_ALL_CAROUSEL_PRODUCT_COCKTAIL_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_ROSSMORE-RODEO-SILVERLAKE-VENICE,ROSSMORE
CONTEMPORARY_USA-AUS_ALL_28-45_COMPETITORS-MISSION_ALL_CAROUSEL_PRODUCT_COCKTAIL_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_ROSSMORE-RODEO-SILVERLAKE-VENICE,ROSSMORE
CONTEMPORARY_USA-AUS_ALL_28-45_COMPETITORS-PRICE-QUALITY_ALL_CAROUSEL_PRODUCT_COCKTAIL_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_ROSSMORE-RODEO-SILVERLAKE-VENICE,ROSSMORE
CONTEMPORARY_USA-AUS_ALL_28-45_GEO-BIG-CITIES_ALL_CAROUSEL_PRODUCT_COCKTAIL_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_ROSSMORE-SILVERLAKE-FIGUEROA-WILSHIRE,ROSSMORE
CONTEMPORARY_USA-AUS_ALL_28-45_GEO-NON-BIG-CITIES_ALL_CAROUSEL_PRODUCT_COCKTAIL_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_ROSSMORE-SILVERLAKE-FIGUEROA-WILSHIRE,ROSSMORE
WEDDING_USA-AUS_ALL_26-45_BRIDESMAID_ALL_CAROUSEL_PRODUCT_MODERN-BRIDESMAID_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_EVE-SOPHIE-WINNIE-LILY,EVE
CONTEMPORARY-RE_USA_ALL_26-45_RE_ALL_CAROUSEL_PRODUCT_ANTI-FAST-FASHION_CAROUSEL_PRODUCT_OFFER_PDP_MIX_SELAH-SOLANGE-IRINA-RENYOLDS-MARLEY,SOLANGE
CONTEMPORARY_USA-AUS_ALL_28-45_ALL_ALL_CAROUSEL_PRODUCT_WC-PROFITABLE-CUSTOMER-TEST-AFF_CAROUSEL_PRODUCT_BRAND_PDP_MIX_SHIONA-WALTON-HANNE-MANFIELD,SHIONA
CONTEMPORARY_USA-AUS_ALL_28-45_ALL_ALL_CAROUSEL_PRODUCT_WC-PROFITABLE-CUSTOMER-TEST-BEST-SELLERS_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_NOVA-ZENITH-ADA-EVERETT-LACE-DRAGONEYES,ADA
CONTEMPORARY_USA-AUS_ALL_28-45_ALL_ALL_CAROUSEL_PRODUCT_WC-PROFITABLE-CUSTOMER-TEST-COCKTAIL_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_ROSSMORE-RODEO-SILVERLAKE-VENICE,ROSSMORE
WEDDING_AUS_ALL_26-35_BRIDESMAID_ALL_CAROUSEL_PRODUCT_MODERNBRIDESMAID_CAROUSEL_PRODUCT_BRAND_CATEGORY_DRESSES_MAE-JULIANNE-YVETTE-LORRAINE,MAE
WEDDING_AUS_ALL_26-45_BRIDESMAID_ALL_CAROUSEL_PRODUCT_MODERN-BRIDESMAID_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_EVE-SOPHIE-WINNIE-LILY,EVE
WEDDING_AUS_ALL_26-45_BRIDESMAID_ALL_CAROUSEL_PRODUCT_MODERN-BRIDESMAID_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_JULIANNE-YVETTE-LACEY-ARIEL,JULIANNE
WEDDING_AUS_ALL_26-35_BRIDESMAID_ALL_CAROUSEL_PRODUCT_MODERNBRIDESMAID_CAROUSEL_PRODUCT_CHEEKY_CATEGORY_DRESSES_CINDY-ELLA-BRIGHTON-AMBER,CINDY
CONTEMPORARY_USA-AUS_ALL_28-45_ALL_ALL_CAROUSEL_PRODUCT_WC-PROFITABLE-CUSTOMER-TEST-FLORALS_CAROUSEL_PRODUCT_BRAND_PDP_MIX_BLOSSOM-ECHO-JUNIPER-GYPSET,BLOSSOM
AUFORMAL_AUS_ALL_16-19_ALL_ALL_CAROUSEL_OFFER_JULY342_CAROUSEL_PRODUCT_OFFER_HOME_DRESSES_ESCALA-DRAGON-EVERETT-ALLEGRA,ESCALA
CONTEMPORARY_US-AUS_ALL_26-45_ALL_ALL_CAROUSEL_OFFER_JULY342_CAROUSEL_PRODUCT_OFFER_HOME_DRESSES_ESCALA-DRAGON-EVERETT-ALLEGRA,ESCALA
CONTEMPORARY_US-AUS_ALL_26-45_ALL_ALL_CAROUSEL_OFFER_JULY342_CAROUSEL_PRODUCT_OFFER_HOME_MIX_JUNIPER-SAGE-ECHO-DUST,JUNIPER
CONTEMPORARY_US-AUS_ALL_26-45_ALL_ALL_CAROUSEL_OFFER_JULY342_CAROUSEL_PRODUCT_OFFER_HOME_MIX_LINDA-VENICE-DEMAS-LOSFELIZ,LINDA
CONTEMPORARY_US-AUS_ALL_26-45_ALL_ALL_CAROUSEL_OFFER_OFFER_CAROUSEL_PRODUCT_OFFER_HOME_MIX_ELINOR-ISSA-MARISA-WALTON,ELINOR
CONTEMPORARY_USA-AUS_ALL_24-35_RECENTLY-ENGAGED_ALL_CAROUSEL_PRODUCT _FLORALS_CAROUSEL_PRODUCT_BRAND_PDP_MIX_LIBERTY-ECHO-ZAPPA-JUNIPER,LIBERTY
CONTEMPORARY_USA-AUS_ALL_28-45_ALL_ALL_CAROUSEL_PRODUCT_WC-PROFITABLE-CUSTOMER-TEST-AFF-MISSION_CAROUSEL_PRODUCT_BRAND_PDP_MIX_SHIONA-WALTON-HANNE-MANFIELD,SHIONA
CONTEMPORARY_USA-AUS_ALL_28-45_ALL_ALL_CAROUSEL_PRODUCT_WC-PROFITABLE-CUSTOMER-TEST-BEST-SELLERS-MISSION_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_NOVA-ZENITH-ADA-EVERETT-LACE-DRAGONEYES,ADA
CONTEMPORARY_USA-AUS_ALL_28-45_ALL_ALL_CAROUSEL_PRODUCT_WC-PROFITABLE-CUSTOMER-TEST-COCKTAIL-MISSION_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_ROSSMORE-RODEO-SILVERLAKE-VENICE,ROSSMORE
CONTEMPORARY_USA-AUS_ALL_28-45_ALL_ALL_CAROUSEL_PRODUCT_WC-PROFITABLE-CUSTOMER-TEST-FLORALS-MISSION_CAROUSEL_PRODUCT_BRAND_PDP_MIX_BLOSSOM-ECHO-JUNIPER-GYPSET,BLOSSOM
PROM_AUS_ALL_16-19_AU-FORMAL_ALL_CAROUSEL_INFLUENCER_AU-FORMAL-TEASER_CAROUSEL_INFLUENCER_INFLUENCER_PDP_DRESSES_ZEPHRYA-CLAUDIE-DRAGONEYES-ESCALA,ZEPHRYA
PROM_AUS_ALL_16-19_AU-FORMAL_ALL_CAROUSEL_PRODUCT_AU-FORMAL-TEASER_CAROUSEL_PRODUCT_OFFER_PDP_DRESSES_ALLEGRA-ESCALA-BELLAVITA-TILBURY,ALLEGRA
PROM_AUS_ALL_16-19_AU-FORMAL_ALL_CAROUSEL_PRODUCT_AU-FORMAL-TEASER_CAROUSEL_PRODUCT_OFFER_PDP_DRESSES_DRAGONEYES-SURREALDREAMER-EVERETTLACE-AXIS,DRAGONEYES
CONTEMPORARY_US-AUS_ALL_26-45_JULY-LAL_ALL_CAROUSEL_OFFER_JULY342_CAROUSEL_PRODUCT_OFFER_HOME_MIX_LINDA-VENICE-DEMAS-LOSFELIZ,LINDA
PROM_AUS_ALL_16-19_AU-FORMAL_ALL_CAROUSEL_PRODUCT_AU-FORMAL-TEASER_CAROUSEL_PRODUCT_OFFER-COPYTEST_PDP_DRESSES_DRAGONEYES-SURREALDREAMER-EVERETTLACE-AXIS,DRAGONEYES
PROM-RE_AUS_ALL_16-19_AU-FORMAL_ALL_CAROUSEL_INFLUENCER_AU-FORMAL-TEASER-RE-EMAIL_CAROUSEL_INFLUENCER_OFFER_PDP_DRESSES_ZEPHRYA-CLAUDIE-DRAGONEYES-ESCALA,ZEPHRYA
PROM-RE_AUS_ALL_16-19_AU-FORMAL_ALL_CAROUSEL_INFLUENCER_AU-FORMAL-TEASER-RE-VISITED-LAST46_CAROUSEL_INFLUENCER_OFFER_PDP_DRESSES_ZEPHRYA-CLAUDIE-DRAGONEYES-ESCALA,ZEPHRYA
PROM-RE_AUS_ALL_16-19_AU-FORMAL_ALL_CAROUSEL_PRODUCT_AU-FORMAL-TEASER-RE-EMAIL_CAROUSEL_PRODUCT_OFFER_PDP_DRESSES_DRAGONEYES-SURREALDREAMER-EVERETTLACE-AXIS,DRAGONEYES
PROM-RE_AUS_ALL_16-19_AU-FORMAL_ALL_CAROUSEL_PRODUCT_AU-FORMAL-TEASER-RE-VIDEO_CAROUSEL_PRODUCT_OFFER_PDP_DRESSES_DRAGONEYES-SURREALDREAMER-EVERETTLACE-AXIS,DRAGONEYES
PROM-RE_AUS_ALL_16-19_AU-FORMAL_ALL_CAROUSEL_PRODUCT_AU-FORMAL-TEASER-RE-VISITED-LAST45_CAROUSEL_PRODUCT_OFFER_PDP_DRESSES_DRAGONEYES-SURREALDREAMER-EVERETTLACE-AXIS,DRAGONEYES
PROM-RE_AUS_ALL_16-19_AU-FORMAL_ALL_CAROUSEL_PRODUCT_AU-FORMAL-TEASER-RE-VIDEO_CAROUSEL_PRODUCT_OFFER_PDP_DRESSES_ALLEGRA-ESCALA-BELLAVITA-TILBURY,ALLEGRA
PROM-RE_AUS_ALL_16-19_AU-FORMAL_ALL_CAROUSEL_PRODUCT_AU-FORMAL-TEASER-RE-EMAIL_CAROUSEL_PRODUCT_OFFER_PDP_DRESSES_ALLEGRA-ESCALA-BELLAVITA-TILBURY,ALLEGRA
PROM_AUS_ALL_16-19_AU-FORMAL_ALL_CAROUSEL_INFLUENCER_AU-FORMAL-TEASER_CAROUSEL_INFLUENCER_OFFER-COPYTEST_PDP_DRESSES_ZEPHRYA-CLAUDIE-DRAGONEYES-ESCALA,ZEPHRYA
PROM_AUS_ALL_16-19_AU-FORMAL_ALL_CAROUSEL_PRODUCT_AU-FORMAL-TEASER_CAROUSEL_PRODUCT_OFFER-COPYTEST_PDP_DRESSES_ALLEGRA-ESCALA-BELLAVITA-TILBURY,ALLEGRA
CONTEMPORARY_USA-AUS_ALL_28-46_LOOKALIKE-ADD-TO-CART_ALL_CAROUSEL_PRODUCT_AFF_CAROUSEL_PRODUCT_BRAND_PDP_MIX_AMELIA-RUTSON-BERENSON-CANDELLA,AMELIA
CONTEMPORARY_USA-AUS_ALL_28-45_ALL_ALL_CAROUSEL_PRODUCT_DAY-DRESSES-MIX_CAROUSEL_PRODUCT_BRAND_CATEGORY_DRESSES_SOROYA-LULU-CANDELLA-AMELIA,SOROYA
CONTEMPORARY_USA-AUS_ALL_28-45_ALL_ALL_CAROUSEL_PRODUCT_DAY-DRESSES-WHITES_CAROUSEL_PRODUCT_BRAND_CATEGORY_DRESSES_LOTTIE-HAIM-RODEO-LAUREL,LOTTIE
CONTEMPORARY_USA-AUS_ALL_28-45_COMPETITORS-MISSION_ALL_CAROUSEL_PRODUCT_DAY-DRESSES-FLORALS_CAROUSEL_PRODUCT_BRAND_CATEGORY_DRESSES_HARMONY-GYPSET-SANTO-FEATHER,HARMONY
CONTEMPORARY_USA-AUS_ALL_28-45_COMPETITORS-MISSION_ALL_CAROUSEL_PRODUCT_DAY-DRESSES-MIX_CAROUSEL_PRODUCT_BRAND_CATEGORY_DRESSES_SOROYA-LULU-CANDELLA-AMELIA,SOROYA
CONTEMPORARY_USA-AUS_ALL_28-45_COMPETITORS-PRICE-QUALITY_ALL_CAROUSEL_PRODUCT_DAY-DRESSES-FLORALS_CAROUSEL_PRODUCT_BRAND_CATEGORY_DRESSES_HARMONY-GYPSET-SANTO-FEATHER,HARMONY
CONTEMPORARY_USA-AUS_ALL_28-45_COMPETITORS-PRICE-QUALITY_ALL_CAROUSEL_PRODUCT_DAY-DRESSES-WHITES_CAROUSEL_PRODUCT_BRAND_CATEGORY_DRESSES_LOTTIE-HAIM-RODEO-LAUREL,LOTTIE
CONTEMPORARY_USA-AUS_ALL_28-45_MID-HHI_ALL_CAROUSEL_PRODUCT_DAY-DRESSES-FLORALS_CAROUSEL_PRODUCT_BRAND_CATEGORY_DRESSES_HARMONY-GYPSET-SANTO-FEATHER,HARMONY
CONTEMPORARY_USA-AUS_ALL_28-45_MID-HHI_ALL_CAROUSEL_PRODUCT_DAY-DRESSES-WHITES_CAROUSEL_PRODUCT_BRAND_CATEGORY_DRESSES_LOTTIE-HAIM-RODEO-LAUREL,LOTTIE
CONTEMPORARY_USA-AUS_ALL_28-45_RECENTLY-ENGAGED _ALL_CAROUSEL_PRODUCT_DAY-DRESSES-FLORALS_CAROUSEL_PRODUCT_BRAND_CATEGORY_DRESSES_HARMONY-GYPSET-SANTO-FEATHER,HARMONY
CONTEMPORARY_USA-AUS_ALL_28-45_RECENTLY-ENGAGED _ALL_CAROUSEL_PRODUCT_DAY-DRESSES-MIX_CAROUSEL_PRODUCT_BRAND_CATEGORY_DRESSES_SOROYA-LULU-CANDELLA-AMELIA,SOROYA
CONTEMPORARY_USA-AUS_ALL_28-45_RECENTLY-ENGAGED _ALL_CAROUSEL_PRODUCT_DAY-DRESSES-WHITES_CAROUSEL_PRODUCT_BRAND_CATEGORY_DRESSES_LOTTIE-HAIM-RODEO-LAUREL,LOTTIE
PROM_AUS_COMPETITORS_16-19_AU-FORMAL_ALL_CAROUSEL_INFLUENCER_AU-FORMAL-TEASER_CAROUSEL_INFLUENCER_INFLUENCER_PDP_DRESSES_ZEPHRYA-CLAUDIE-DRAGONEYES-ESCALA,ZEPHRYA
PROM_AUS_COMPETITORS_16-19_AU-FORMAL_ALL_CAROUSEL_PRODUCT_AU-FORMAL-TEASER_CAROUSEL_PRODUCT_OFFER_PDP_DRESSES_ALLEGRA-ESCALA-BELLAVITA-TILBURY,ALLEGRA
CONTEMPORARY_USA-AUS_ALL_28-45_ALL_ALL_CAROUSEL_PRODUCT_DAY-DRESSES-FLORALS_CAROUSEL_PRODUCT_BRAND_CATEGORY_DRESSES_HARMONY-GYPSET-SANTO-FEATHER,HARMONY
CONTEMPORARY_USA-AUS_ALL_28-45_COMPETITORS-PRICE-QUALITY_ALL_CAROUSEL_PRODUCT_DAY-DRESSES-MIX_CAROUSEL_PRODUCT_BRAND_CATEGORY_DRESSES_SOROYA-LULU-CANDELLA-AMELIA,SOROYA
PROM_AUS_COMPETITORS_16-19_AU-FORMAL_ALL_CAROUSEL_PRODUCT_AU-FORMAL-TEASER_CAROUSEL_PRODUCT_OFFER_PDP_DRESSES_DRAGONEYES-SURREALDREAMER-EVERETTLACE-AXIS,DRAGONEYES
BRIDESMAID_AUS_ALL_24-38_BRIDESMAID_ALL_CAROUSEL_PRODUCT_BRIDESMAID-REFRESH_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_NAVE-LACEY-GYPSY-JENNIFER,NAVE
BRIDESMAID_USA_ALL_24-38_BRIDESMAID_ALL_CAROUSEL_PRODUCT_BRIDESMAID-REFRESH_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_NAVE-LACEY-GYPSY-JENNIFER,NAVE
PROM-RE_AUS_ALL_16-19_AU-FORMAL_ALL_CAROUSEL_PRODUCT_AU-FORMAL-TEASER-RE-PURCHASED-LY_CAROUSEL_PRODUCT_OFFER_PDP_DRESSES_ALLEGRA-ESCALA-BELLAVITA-TILBURY,ALLEGRA
PROM-RE_AUS_ALL_16-19_AU-FORMAL_ALL_CAROUSEL_INFLUENCER_AU-FORMAL-TEASER-RE-PURCHASED-LY_CAROUSEL_INFLUENCER_OFFER_PDP_DRESSES_ZEPHRYA-CLAUDIE-DRAGONEYES-ESCALA,ZEPHRYA
PROM-RE_AUS_ALL_16-19_AU-FORMAL_ALL_CAROUSEL_PRODUCT_AU-FORMAL-TEASER-RE-PURCHASED-LY_CAROUSEL_PRODUCT_OFFER_PDP_DRESSES_DRAGONEYES-SURREALDREAMER-EVERETTLACE-AXIS,DRAGONEYES
CONTEMPORARY_AUS_ALL_20-35_SPRING-RACING-INTEREST-FASHION_ALL_CAROUSEL_PRODUCT_FLORALS_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_LIBERTY-ECHO-JUNIPER-GYPSY,LIBERTY
CONTEMPORARY_AUS_ALL_20-35_SPRING-RACING-INTEREST-FASHION_ALL_CAROUSEL_PRODUCT_WHITES_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_VERONIKA-SPRING-IRENE-VIOLETTE,VERONIKA
CONTEMPORARY_AUS_ALL_20-35_SPRING-RACING-INTEREST-HORSERACING_ALL_CAROUSEL_PRODUCT_FLORALS_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_LIBERTY-ECHO-JUNIPER-GYPSY,LIBERTY
CONTEMPORARY_AUS_ALL_20-35_SPRING-RACING-INTEREST-HORSERACING_ALL_CAROUSEL_PRODUCT_WHITES_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_VERONIKA-SPRING-IRENE-VIOLETTE,VERONIKA
CONTEMPORARY_AUS_ALL_20-35_SPRING-RACING-TARGET-ALL_ALL_CAROUSEL_PRODUCT_FLORALS_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_LIBERTY-ECHO-JUNIPER-GYPSY,LIBERTY
CONTEMPORARY_AUS_ALL_20-35_SPRING-RACING-TARGET-ALL_ALL_CAROUSEL_PRODUCT_WHITES_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_VERONIKA-SPRING-IRENE-VIOLETTE,VERONIKA
PROM_AUS_ALL_16-19_AU-FORMAL_D_CAROUSEL_INFLUENCER_AU-FORMAL-TEASER_CAROUSEL_INFLUENCER_INFLUENCER_PDP_DRESSES_ZEPHRYA-CLAUDIE-DRAGONEYES-ESCALA,ZEPHRYA
PROM_AUS_ALL_16-19_AU-FORMAL_D_CAROUSEL_PRODUCT_AU-FORMAL-TEASER_CAROUSEL_PRODUCT_OFFER_PDP_DRESSES_DRAGONEYES-SURREALDREAMER-EVERETTLACE-AXIS,DRAGONEYES
PROM_AUS_ALL_16-19_AU-FORMAL_M_CAROUSEL_PRODUCT_AU-FORMAL-TEASER_CAROUSEL_PRODUCT_OFFER-COPYTEST_PDP_DRESSES_ALLEGRA-ESCALA-BELLAVITA-TILBURY,ALLEGRA
PROM_AUS_ALL_16-19_AU-FORMAL_M_CAROUSEL_INFLUENCER_AU-FORMAL-TEASER_CAROUSEL_INFLUENCER_INFLUENCER_PDP_DRESSES_ZEPHRYA-CLAUDIE-DRAGONEYES-ESCALA,ZEPHRYA
PROM_AUS_ALL_16-19_AU-FORMAL_M_CAROUSEL_PRODUCT_AU-FORMAL-TEASER_CAROUSEL_PRODUCT_OFFER_PDP_DRESSES_ALLEGRA-ESCALA-BELLAVITA-TILBURY,ALLEGRA
PROM_AUS_ALL_16-19_AU-FORMAL_M_CAROUSEL_PRODUCT_AU-FORMAL-TEASER_CAROUSEL_PRODUCT_OFFER_PDP_DRESSES_DRAGONEYES-SURREALDREAMER-EVERETTLACE-AXIS,DRAGONEYES
PROM_AUS_ALL_16-19_AU-FORMAL_M_CAROUSEL_PRODUCT_AU-FORMAL-TEASER_CAROUSEL_PRODUCT_OFFER-COPYTEST_PDP_DRESSES_DRAGONEYES-SURREALDREAMER-EVERETTLACE-AXIS,DRAGONEYES
PROM_AUS_ALL_16-19_AU-FORMAL_ALL_CAROUSEL_PRODUCT_UNDER-300_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_SIRIUS-SURREALDREAMER-AXIS-BACKLESSSTARLET,SIRIUS
PROM_AUS_ALL_16-19_AU-FORMAL_D_CAROUSEL_PRODUCT_UNDER-300_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_SIRIUS-SURREALDREAMER-AXIS-BACKLESSSTARLET,SIRIUS
PROM_AUS_ALL_16-20_AU-FORMAL_M_CAROUSEL_PRODUCT_UNDER-300_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_SIRIUS-SURREALDREAMER-AXIS-BACKLESSSTARLET,SIRIUS
PROM_AUS_ALL_16-19_AU-FORMAL_M_CAROUSEL_PRODUCT_UNDER-300_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_SIRIUS-SURREALDREAMER-AXIS-BACKLESSSTARLET,SIRIUS
