utm_campaign,product
CONTEMPORARY_USA_ALL_28-35_SUSTAINABILITY_ALL_CAROUSEL_CAMPAIGN_HIGH CONTRAST_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_DEVILLE-RINDWALDS-MAQUINO-MIDDLETON-RINGWALD,RINGWALD
CONTEMPORARY_USA_ALL_28-35_SUSTAINABILITY_ALL_CAROUSEL_INFLUENCER_HIGH CONTRAST_CAROUSEL_SMSHOOT_STYLING_PDP_DRESSES_MAQUINO-RINGWALD-BLUEBELL-MIDDLETON,MIDDLETON
CONTEMPORARY_USA_ALL_28-35_SUSTAINABILITY_ALL_CAROUSEL_PRODUCT_HIGH CONTRAST_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_REESE-DEVILLE-JO-BLUEBELL,BLUEBELL
CONTEMPORARY_USA_ALL_28-35_SUSTAINABILITY_ALL_LINKAD_CAMPAIGN_ANTI-FAST-FASHION-TEASERV1-DROP1_STILL_PRODUCT_BRAND_HOMEPAGE_TOPS-SKIRTS_RADHIKA-MARLEY,MARLEY
CONTEMPORARY_USA_ALL_36-45_ALL_ALL_CAROUSEL_CAMPAIGN_HIGH CONTRAST_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_DEVILLE-RINDWALDS-MAQUINO-MIDDLETON-RINGWALD,RINGWALD
CONTEMPORARY_USA_ALL_36-45_ALL_ALL_CAROUSEL_INFLUENCER_HIGH CONTRAST_CAROUSEL_SMSHOOT_STYLING_PDP_DRESSES_MAQUINO-RINGWALD-BLUEBELL-MIDDLETON,MIDDLETON
CONTEMPORARY_USA_ALL_36-45_ALL_ALL_CAROUSEL_PRODUCT_HIGH CONTRAST_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_REESE-DEVILLE-JO-BLUEBELL,BLUEBELL
CONTEMPORARY_USA_ALL_36-45_ALL_ALL_LINKAD_CAMPAIGN_ANTI-FAST-FASHION-TEASERV1-DROP1_STILL_PRODUCT_BRAND_HOMEPAGE_TOPS-SKIRTS_RADHIKA-MARLEY,MARLEY
CONTEMPORARY_USA_ALL_36-45_COMPETITORS_ALL_CAROUSEL_CAMPAIGN_HIGH CONTRAST_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_DEVILLE-RINDWALDS-MAQUINO-MIDDLETON-RINGWALD,RINGWALD
CONTEMPORARY_USA_ALL_36-45_COMPETITORS_ALL_CAROUSEL_INFLUENCER_HIGH CONTRAST_CAROUSEL_SMSHOOT_STYLING_PDP_DRESSES_MAQUINO-RINGWALD-BLUEBELL-MIDDLETON,MIDDLETON
CONTEMPORARY_USA_ALL_36-45_COMPETITORS_ALL_CAROUSEL_PRODUCT_HIGH CONTRAST_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_REESE-DEVILLE-JO-BLUEBELL,BLUEBELL
CONTEMPORARY_USA_ALL_36-45_COMPETITORS_ALL_LINKAD_CAMPAIGN_ANTI-FAST-FASHION-TEASERV1-DROP1_STILL_PRODUCT_BRAND_HOMEPAGE_TOPS-SKIRTS_RADHIKA-MARLEY,MARLEY
CONTEMPORARY_USA_ALL_36-45_HHI_ALL_CAROUSEL_CAMPAIGN_HIGH CONTRAST_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_DEVILLE-RINDWALDS-MAQUINO-MIDDLETON-RINGWALD,RINGWALD
CONTEMPORARY_USA_ALL_36-45_HHI_ALL_CAROUSEL_INFLUENCER_HIGH CONTRAST_CAROUSEL_SMSHOOT_STYLING_PDP_DRESSES_MAQUINO-RINGWALD-BLUEBELL-MIDDLETON,MIDDLETON
CONTEMPORARY_USA_ALL_36-45_HHI_ALL_CAROUSEL_PRODUCT_HIGH CONTRAST_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_REESE-DEVILLE-JO-BLUEBELL,BLUEBELL
CONTEMPORARY_USA_ALL_36-45_HHI_ALL_LINKAD_CAMPAIGN_ANTI-FAST-FASHION-TEASERV1-DROP1_STILL_PRODUCT_BRAND_HOMEPAGE_TOPS-SKIRTS_RADHIKA-MARLEY,MARLEY
CONTEMPORARY_USA_ALL_36-45_LOOKALIKE_ALL_CAROUSEL_CAMPAIGN_HIGH CONTRAST_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_DEVILLE-RINDWALDS-MAQUINO-MIDDLETON-RINGWALD,RINGWALD
CONTEMPORARY_USA_ALL_36-45_SUSTAINABILITY_ALL_CAROUSEL_CAMPAIGN_HIGH CONTRAST_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_DEVILLE-RINDWALDS-MAQUINO-MIDDLETON-RINGWALD,RINGWALD
CONTEMPORARY_USA_ALL_36-45_SUSTAINABILITY_ALL_CAROUSEL_INFLUENCER_HIGH CONTRAST_CAROUSEL_SMSHOOT_STYLING_PDP_DRESSES_MAQUINO-RINGWALD-BLUEBELL-MIDDLETON,MIDDLETON
CONTEMPORARY_USA_ALL_36-45_SUSTAINABILITY_ALL_CAROUSEL_PRODUCT_HIGH CONTRAST_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_REESE-DEVILLE-JO-BLUEBELL,BLUEBELL
CONTEMPORARY_USA_ALL_36-45_SUSTAINABILITY_ALL_LINKAD_CAMPAIGN_ANTI-FAST-FASHION-TEASERV1-DROP1_STILL_PRODUCT_BRAND_HOMEPAGE_TOPS-SKIRTS_RADHIKA-MARLEY,MARLEY
CONTEMPORARY_USA-AUS_ALL_25-36_LOOKALIKE_ALL_VIDEO_CAMPAIGN_HIGH CONTRAST_GIF_PRODUCT_CHEEKY_PDP_DRESSES_REESE,REESE
PROM_RE_USA_ALL_17-19_RE_ALL_CAROUSEL_PRODUCT_BEST SELLERS_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_JO-TILBURY-LENAH-LUCID,LUCID
PROM_RE_USA_ALL_17-19_RE_ALL_CAROUSEL_PRODUCT_GIRLY_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_CLAUDIE-SATELLITE-AXIS-ROSEWATER,ROSEWATER
PROM_RE_USA_ALL_17-19_RE_ALL_CAROUSEL_PRODUCT_NEW ARRIVALS_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_RINGWALD-GEMINI-VALENTINA-LIESL-DEVILLE,DEVILLE
PROM_USA_EC_17_NA_D_CAROUSEL_PRODUCT_GIRLY_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_VALENTINA-SATELLITE-ALIJA-RETROGRADE,RETROGRADE
PROM_USA_ALL_17-18_PROM_ALL_CAROUSEL_INFLUENCER-PRODUCT_EVERYBODYDANCE-INFLUENCER-PICKS-LAUREN_VIDEO-CAROUSEL_INFLUENCER-PRODUCT_OFFER_PDP_LAUREN-DRESSES_MERIDIAN-NIKITA-BACKLESSHAVEN-WINSLOW-MIDHEAVEN-BACKLESSSTARLET,BACKLESSSTARLET
CONTEMPORARY_AUS_ALL_36-45_LOOKALIKE_ALL_CAROUSEL_CAMPAIGN_HIGH CONTRAST_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_DEVILLE-RINDWALDS-MAQUINO-MIDDLETON-RINGWALD,RINGWALD
CONTEMPORARY_USA_ALL_26-30_LOOKALIKE_ALL_VIDEO_CAMPAIGN_HIGH CONTRAST_GIF_PRODUCT_BRAND_PDP_DRESSES_IRVINE,IRVINE
CONTEMPORARY_USA_ALL_26-30_LOOKALIKE_ALL_VIDEO_CAMPAIGN_HIGH CONTRAST_GIF_PRODUCT_STYLING_PDP_DRESSES_JO,JO
CONTEMPORARY_USA_ALL_26-35_LOOKALIKE_ALL_LINKAD_INFLUENCER_HIGH CONTRAST_STILL_SMSHOOT_BRAND _PDP_DRESSES_BLUEBELL,BLUEBELL
CONTEMPORARY_USA_ALL_28-35_ALL_ALL_CAROUSEL_INFLUENCER_HIGH CONTRAST_CAROUSEL_SMSHOOT_STYLING_PDP_DRESSES_MAQUINO-RINGWALD-BLUEBELL-MIDDLETON,MIDDLETON
CONTEMPORARY_USA_ALL_28-35_ALL_ALL_CAROUSEL_PRODUCT_HIGH CONTRAST_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_REESE-DEVILLE-JO-BLUEBELL,BLUEBELL
CONTEMPORARY_USA_ALL_28-35_ALL_ALL_LINKAD_CAMPAIGN_HIGH CONTRAST_STILL_PRODUCT_CTA_PDP_DRESSES_RINGWALDS,RINGWALDS
CONTEMPORARY_USA_ALL_36-45_LOOKALIKE_ALL_LINKAD_CAMPAIGN_HIGH CONTRAST_STILL_PRODUCT_BRAND_PDP_DRESSES_DEVILLE,DEVILLE
PROM_USA_ALL_16-19_NA_ALL_CAROUSEL_INFLUENCER-PRODUCT_EVERYBODYDANCE-INFLUENCER-PICKS-BARBARA_VIDEO-CAROUSEL_INFLUENCER-PRODUCT_OFFER_PDP_BARBARA-DRESSES_URSA-FALLFROMHEAVEN-TAURUS-SORRENTO-CLAUDIE-KEATONTWOPIECE,KEATONTWOPIECE
PROM_USA_EC_18_NA_M_CAROUSEL_PRODUCT_GIRLY_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_SAGGITARIUS-ARA-BACKLESSHAVEN-PISCES,PISCES
PROM_USA_WC_18_NA_D_CAROUSEL_PRODUCT_DRAMATIC_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_GALACTIC-BOREALIS-NOVA-VELA,VELA
CONTEMPORARY_AUS_ALL_25-38_LOOKALIKE_M_CAROUSEL_CAMPAIGN_HIGH CONTRAST_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_DEVILLE-RINDWALDS-MAQUINO-MIDDLETON-RINGWALD,RINGWALD
CONTEMPORARY_USA_ALL_26-35_LOOKALIKE_ALL_LINKAD_CAMPAIGN_ANTI-FAST-FASHION-TEASERV1-DROP1_STILL_PRODUCT_BRAND_HOMEPAGE_TOPS-SKIRTS_RADHIKA-MARLEY,MARLEY
CONTEMPORARY_USA_ALL_26-35_LOOKALIKE_ALL_LINKAD_INFLUENCER_HIGH CONTRAST_STILL_SMSHOOT_BRAND _PDP_DRESSES_RINGWALD,RINGWALD
PROM__ALL_19_NA_M_CAROUSEL_INFLUENCER_PROM_CAROUSEL_INFLUENCER_BRAND_PDP_DRESSES_ZENITH-GALACTIC-MAISIE-ESCALA,ESCALA
PROM_USA_WC_17_NA_D_CAROUSEL_PRODUCT_GIRLY_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_VALENTINA-SATELLITE-ALIJA-RETROGRADE,RETROGRADE
CONTEMPORARY_USA_ALL_36-45_COMPETITORS_ALL_LINKAD_CAMPAIGN_HIGH CONTRAST_STILL_PRODUCT_CTA_PDP_DRESSES_RINGWALDS,RINGWALDS
CONTEMPORARY_USA_ALL_28-35_ALL_ALL_CAROUSEL_CAMPAIGN_HIGH CONTRAST_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_DEVILLE-RINDWALDS-MAQUINO-MIDDLETON-RINGWALD,RINGWALD
CONTEMPORARY_USA_ALL_36-45_ALL_ALL_LINKAD_CAMPAIGN_HIGH CONTRAST_STILL_PRODUCT_BRAND_PDP_DRESSES_DEVILLE,DEVILLE
CONTEMPORARY_USA_ALL_36-45_ALL_ALL_LINKAD_CAMPAIGN_HIGH CONTRAST_STILL_PRODUCT_CTA_PDP_DRESSES_RINGWALDS,RINGWALDS
PROM_USA_ALL_16-19_NA_ALL_CAROUSEL_INFLUENCER-PRODUCT_EVERYBODYDANCE-INFLUENCER-PICKS-ASHLEY_VIDEO-CAROUSEL_INFLUENCER-PRODUCT_OFFER_PDP_ASHLEY-DRESSES_SUPERNOVA-STARRYSKY-HYDRA-LYRA-EKKO-CATALINA,CATALINA
PROM_USA_EC_18_NA_D_CAROUSEL_PRODUCT_GIRLY_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_VALENTINA-SATELLITE-ALIJA-RETROGRADE,RETROGRADE
CONTEMPORARY_USA_ALL_28-35_SUSTAINABILITY_ALL_LINKAD_CAMPAIGN_ANTI-FAST-FASHION-TEASERV1-DROP1_STILL_PRODUCT_BRAND_HOMEPAGE_PANTS_PREETMA,PREETMA
CONTEMPORARY_USA_ALL_28-35_COMPETITORS_ALL_CAROUSEL_PRODUCT_ANTI-FAST-FASHION_CAROUSEL_PRODUCT_BRAND_PDP_MIX_SELAH-SOLANGE-IRINA-RENYOLDS-MARLEY,MARLEY
CONTEMPORARY_USA_ALL_28-35_COMPETITORS_ALL_LINKAD_CAMPAIGN_ANTI-FAST-FASHION_LINKAD_PRODUCT _BRAND_CATEGORY_MIX_RADHIKA-MARLEY,MARLEY
CONTEMPORARY_USA_ALL_28-35_HHI_ALL_CAROUSEL_PRODUCT_ANTI-FAST-FASHION_CAROUSEL_PRODUCT_BRAND_PDP_MIX_SELAH-SOLANGE-IRINA-RENYOLDS-MARLEY,MARLEY
CONTEMPORARY_USA_ALL_28-35_HHI_ALL_LINKAD_PRODUCT_ANTI-FAST-FASHION_LINKAD_PRODUCT_BRAND_CATEGORY_MIX_JENSEN-STEPHANIA,STEPHANIA
CONTEMPORARY_USA_ALL_28-35_SUSTAINABILITY _ALL_CAROUSEL_PRODUCT_ANTI-FAST-FASHION_CAROUSEL_PRODUCT_BRAND_PDP_MIX_SELAH-SOLANGE-IRINA-RENYOLDS-MARLEY,MARLEY
CONTEMPORARY_USA_ALL_36-45_ALL_ALL_LINKAD_CAMPAIGN_ANTI-FAST-FASHION_LINKAD_PRODUCT _BRAND_CATEGORY_MIX_RADHIKA-MARLEY,MARLEY
CONTEMPORARY_USA_ALL_36-45_COMPETITORS_ALL_CAROUSEL_PRODUCT_ANTI-FAST-FASHION_CAROUSEL_PRODUCT_BRAND_PDP_MIX_SELAH-SOLANGE-IRINA-RENYOLDS-MARLEY,MARLEY
CONTEMPORARY_USA_ALL_36-45_COMPETITORS_ALL_LINKAD_PRODUCT_ANTI-FAST-FASHION_LINKAD_PRODUCT_BRAND_CATEGORY_MIX_JENSEN-STEPHANIA,STEPHANIA
CONTEMPORARY_USA_ALL_36-45_SUSTAINABILITY _ALL_CAROUSEL_PRODUCT_ANTI-FAST-FASHION_CAROUSEL_PRODUCT_BRAND_PDP_MIX_SELAH-SOLANGE-IRINA-RENYOLDS-MARLEY,MARLEY
CONTEMPORARY_USA_ALL_36-45_SUSTAINABILITY _ALL_LINKAD_CAMPAIGN_ANTI-FAST-FASHION_LINKAD_PRODUCT _BRAND_CATEGORY_MIX_RADHIKA-MARLEY,MARLEY
CONTEMPORARY_USA_ALL_36-45_SUSTAINABILITY _ALL_LINKAD_PRODUCT_ANTI-FAST-FASHION_LINKAD_PRODUCT_BRAND_CATEGORY_MIX_JENSEN-STEPHANIA,STEPHANIA
PROM_USA_EC_18_NA_M_CAROUSEL_PRODUCT_DRAMATIC_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_GALACTIC-BOREALIS-NOVA-VELA,VELA
PROM_USA_WC_18_NA_M_CAROUSEL_PRODUCT_GIRLY_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_VALENTINA-SATELLITE-ALIJA-RETROGRADE,RETROGRADE
WEDDING_USA_ALL_26-35_BRIDESMAID_ALL_CAROUSEL_PRODUCT_MODERNBRIDESMAID_CAROUSEL_PRODUCT_BRAND_CATEGORY_DRESSES_MAE-JULIANNE-YVETTE-LORRAINE,LORRAINE
WEDDING_USA_ALL_26-35_BRIDESMAID_ALL_LINKAD_PRODUCT_MODERNBRIDESMAID_LINKAD_PRODUCT_CHEEKY_CATEGORY_DRESSES_ANGELA-LENORE-BRIGHTON,BRIGHTON
CONTEMPORARY_AUS_ALL_36-45_HHI_ALL_CAROUSEL_CAMPAIGN_HIGH CONTRAST_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_DEVILLE-RINDWALDS-MAQUINO-MIDDLETON-RINGWALD,RINGWALD
CONTEMPORARY_AUS_ALL_36-45_HHI_ALL_CAROUSEL_PRODUCT_HIGH CONTRAST_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_REESE-DEVILLE-JO-BLUEBELL,BLUEBELL
CONTEMPORARY_USA_ALL_28-35_ALL_ALL_CAROUSEL_PRODUCT_INFLUENCER_CAROUSEL_PRODUCT _BRAND_PDP_MIX_MILEX-DENGLER-MINDY,MINDY
CONTEMPORARY_USA_ALL_28-35_ALL_ALL_LINKAD_PRODUCT_INFLUENCER_LINKAD_PRODUCT_BRAND_PDP_DRESSES_HARBOURSIDE,HARBOURSIDE
PROM_RE_CAN_ALL_17-19_RE_ALL_CAROUSEL_PRODUCT_GIRLY_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_CLAUDIE-SATELLITE-AXIS-ROSEWATER,ROSEWATER
PROM_RE_NZ_ALL_17-19_RE_ALL_CAROUSEL_PRODUCT_BEST SELLERS_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_JO-TILBURY-LENAH-LUCID,LUCID
PROM_RE_NZ_ALL_17-19_RE_ALL_CAROUSEL_PRODUCT_GIRLY_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_CLAUDIE-SATELLITE-AXIS-ROSEWATER,ROSEWATER
PROM_RE_NZ_ALL_17-19_RE_ALL_CAROUSEL_PRODUCT_NEW ARRIVALS_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_RINGWALD-GEMINI-VALENTINA-LIESL-DEVILLE,DEVILLE
PROM_USA_WC_17_NA_D_CAROUSEL_PRODUCT_DRAMATIC_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_GALACTIC-BOREALIS-NOVA-VELA,VELA
PROM-RE_CAN_ALL_16-19_PROM-RE_ALL_CAROUSEL_INFLUENCERSTILL-PRODUCT_EVERYBODYDANCE-INFLUENCER-PICKS-JASMINE_VIDEO-CAROUSEL_INFLUENCER-PRODUCT_OFFER_PDP_JASMINE-DRESSES_PISCES-VIRGO-PILA-AXIS-PISCES-SURREALDREAMER,SURREALDREAMER
WEDDING_USA_ALL_26-35_BRIDESMAID_ALL_CAROUSEL_PRODUCT_MODERNBRIDESMAID_CAROUSEL_PRODUCT_CHEEKY_CATEGORY_DRESSES_CINDY-ELLA-BRIGHTON-AMBER,AMBER
CONTEMPORARY_AUS_ALL_36-45_HHI_ALL__PRODUCT_ANTI-FAST-FASHION_LINKAD_PRODUCT_BRAND_CATEGORY_MIX_JENSEN-STEPHANIA,STEPHANIA
CONTEMPORARY_AUS_ALL_36-45_HHI_ALL_CAROUSEL_INFLUENCER_HIGH CONTRAST_CAROUSEL_SMSHOOT_STYLING_PDP_DRESSES_MAQUINO-RINGWALD-BLUEBELL-MIDDLETON,MIDDLETON
PROM-RE_NZ_ALL_16-19_PROM-RE_ALL_CAROUSEL_INFLUENCERSTILL-PRODUCT_EVERYBODYDANCE-INFLUENCER-PICKS-JASMINE_VIDEO-CAROUSEL_INFLUENCER-PRODUCT_OFFER_PDP_JASMINE-DRESSES_PISCES-VIRGO-PILA-AXIS-PISCES-SURREALDREAMER,SURREALDREAMER
CONTEMPORARY_USA_ALL_28-35_SUSTAINABILITY _ALL_LINKAD_PRODUCT_ANTI-FAST-FASHION_LINKAD_PRODUCT_BRAND_CATEGORY_MIX_JENSEN-STEPHANIA,STEPHANIA
CONTEMPORARY_USA_ALL_36-45_ALL_ALL_CAROUSEL_PRODUCT_ANTI-FAST-FASHION_CAROUSEL_PRODUCT_BRAND_PDP_MIX_SELAH-SOLANGE-IRINA-RENYOLDS-MARLEY,MARLEY
CONTEMPORARY_USA_ALL_36-45_HHI_ALL__PRODUCT_ANTI-FAST-FASHION_LINKAD_PRODUCT_BRAND_CATEGORY_MIX_JENSEN-STEPHANIA,STEPHANIA
CONTEMPORARY_USA_ALL_36-45_HHI_ALL_LINKAD_CAMPAIGN_HIGH CONTRAST_STILL_PRODUCT_CTA_PDP_DRESSES_RINGWALDS,RINGWALDS
PROM_CAN_ALL_16-19_PROM_ALL_CAROUSEL_PRODUCT_UNDER-200_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_AXIS-DARLO-LIBRA-BACKLESS STARLET,BACKLESS STARLET
PROM_NZ_ALL_16-19_PROM_ALL_CAROUSEL_PRODUCT_UNDER-200_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_AXIS-DARLO-LIBRA-BACKLESS STARLET,BACKLESS STARLET
PROM_RE_UK_ALL_17-19_RE_ALL_CAROUSEL_PRODUCT_BEST SELLERS_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_JO-TILBURY-LENAH-LUCID,LUCID
PROM_UK_ALL_16-19_PROM_ALL_CAROUSEL_PRODUCT_UNDER-200_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_AXIS-DARLO-LIBRA-BACKLESS STARLET,BACKLESS STARLET
PROM-RE_CAN_ALL_16-19_PROM-RE_ALL_CAROUSEL_INFLUENCERSTILL-PRODUCT_EVERYBODYDANCE-INFLUENCER-PICKS-LAUREN_VIDEO-CAROUSEL_INFLUENCER-PRODUCT_OFFER_PDP_LAUREN-DRESSES_MERIDIAN-NIKITA-BACKLESSHAVEN-WINSLOW-MIDHEAVEN-BACKLESSSTARLET,BACKLESSSTARLET
PROM-RE_UK_ALL_16-19_PROM-RE_ALL_CAROUSEL_INFLUENCERSTILL-PRODUCT_EVERYBODYDANCE-INFLUENCER-PICKS-JASMINE_VIDEO-CAROUSEL_INFLUENCER-PRODUCT_OFFER_PDP_JASMINE-DRESSES_PISCES-VIRGO-PILA-AXIS-PISCES-SURREALDREAMER,SURREALDREAMER
WEDDING_USA_ALL_26-35_BRIDESMAID_ALL_LINKAD_PRODUCT_MODERNBRIDESMAID_LINKAD_PRODUCT_BRAND_CATEGORY_DRESSES_CORA-GYPSY-GWEN,GWEN
CONTEMPORARY_USA_ALL_28-35_SUSTAINABILTIY _ALL_LINKAD_CAMPAIGN_ANTI-FAST-FASHION_LINKAD_PRODUCT _BRAND_CATEGORY_MIX_RADHIKA-MARLEY,MARLEY
PROM_RE_CAN_ALL_17-19_RE_ALL_CAROUSEL_PRODUCT_NEW ARRIVALS_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_RINGWALD-GEMINI-VALENTINA-LIESL-DEVILLE,DEVILLE
PROM_USA_WC_17_NA_D_CAROUSEL_PRODUCT_EDGY_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_SAGGITARIUS-ARA-BACKLESSHAVEN-PISCES,PISCES
CONTEMPORARY_USA_ALL_25-36_LOOKALIKE_M_CAROUSEL_CAMPAIGN_HIGH CONTRAST_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_REESE-DEVILLE-JO-BLUEBELL,BLUEBELL
CONTEMPORARY_USA_ALL_28-35_CONTEMPORARY_ALL_VIDEO_CAMPAIGN_ANTI-FAST-FASHION_GIF_PRODUCT_BRAND_CATEGORY_PANTS_PREETMA,PREETMA
CONTEMPORARY_USA_ALL_36-45_HHI_ALL_LINKAD_CAMPAIGN_HIGH CONTRAST_STILL_PRODUCT_BRAND_PDP_DRESSES_DEVILLE,DEVILLE
PROM_RE_UK_ALL_17-19_RE_ALL_CAROUSEL_PRODUCT_GIRLY_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_CLAUDIE-SATELLITE-AXIS-ROSEWATER,ROSEWATER
PROM_USA_WC_18_NA_M_CAROUSEL_PRODUCT_EDGY_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_SAGGITARIUS-ARA-BACKLESSHAVEN-PISCES,PISCES
CONTEMPORARY_USA_ALL_26-30_LOOKALIKE_ALL_VIDEO_CAMPAIGN_HIGH CONTRAST_GIF_PRODUCT_STYLING_PDP_DRESSES_RINGWALD,RINGWALD
CONTEMPORARY_USA_ALL_28-35_ALL_ALL_LINKAD_CAMPAIGN_ANTI-FAST-FASHION_LINKAD_PRODUCT _BRAND_CATEGORY_MIX_RADHIKA-MARLEY,MARLEY
CONTEMPORARY_USA_ALL_28-35_CONTEMPORARY_ALL_VIDEO_CAMPAIGN_HIGH CONTRAST_GIF_PRODUCT_CHEEKY_PDP_DRESSES_REESE,REESE
CONTEMPORARY_USA_ALL_36-45_ALL_ALL_LINKAD_PRODUCT_ANTI-FAST-FASHION_LINKAD_PRODUCT_BRAND_CATEGORY_MIX_JENSEN-STEPHANIA,STEPHANIA
CONTEMPORARY_USA_ALL_36-45_HHI_ALL_CAROUSEL_PRODUCT_ANTI-FAST-FASHION_CAROUSEL_PRODUCT_BRAND_PDP_MIX_SELAH-SOLANGE-IRINA-RENYOLDS-MARLEY,MARLEY
PROM_USA_ALL_19-20_NA_D_CAROUSEL_PRODUCT_DRAMATIC_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_GALACTIC-BOREALIS-NOVA-VELA,VELA
PROM_USA_ALL_19-20_NA_D_CAROUSEL_PRODUCT_EDGY_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_SAGGITARIUS-ARA-BACKLESSHAVEN-PISCES,PISCES
PROM_USA_EC_17_NA_D_CAROUSEL_PRODUCT_EDGY_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_SAGGITARIUS-ARA-BACKLESSHAVEN-PISCES,PISCES
PROM_USA_WC_18_NA_D_CAROUSEL_PRODUCT_EDGY_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_SAGGITARIUS-ARA-BACKLESSHAVEN-PISCES,PISCES
CONTEMPORARY_AUS_ALL_26-35_LOOKALIKE_ALL_CAROUSEL_INFLUENCER_HIGH CONTRAST_CAROUSEL_SMSHOOT_STYLING_PDP_DRESSES_MAQUINO-RINGWALD-BLUEBELL-MIDDLETON,MIDDLETON
CONTEMPORARY_AUS_ALL_28-35_ALL_ALL_CAROUSEL_CAMPAIGN_ANTI-FAST-FASHION_CAROUSEL_PRODUCT_BRAND_CATEGORY _MIX_CHUNG-PREETMA-VIOLETTE-PANDORA,PANDORA
CONTEMPORARY_AUS_ALL_28-35_COMPETITORS_ALL_CAROUSEL_CAMPAIGN_ANTI-FAST-FASHION_CAROUSEL_PRODUCT_BRAND_CATEGORY _MIX_CHUNG-PREETMA-VIOLETTE-PANDORA,PANDORA
CONTEMPORARY_AUS_ALL_28-35_SUSTAINABILITY_ALL_CAROUSEL_CAMPAIGN_ANTI-FAST-FASHION_CAROUSEL_PRODUCT_BRAND_CATEGORY _MIX_CHUNG-PREETMA-VIOLETTE-PANDORA,PANDORA
CONTEMPORARY_AUS_ALL_36-45_ALL_ALL_CAROUSEL_CAMPAIGN_ANTI-FAST-FASHION_CAROUSEL_PRODUCT_BRAND_CATEGORY _MIX_CHUNG-PREETMA-VIOLETTE-PANDORA,PANDORA
CONTEMPORARY_AUS_ALL_36-45_COMPETITORS_ALL_CAROUSEL_CAMPAIGN_ANTI-FAST-FASHION_CAROUSEL_PRODUCT_BRAND_CATEGORY _MIX_CHUNG-PREETMA-VIOLETTE-PANDORA,PANDORA
CONTEMPORARY_AUS_ALL_36-45_SUSTAINABILITY_ALL_CAROUSEL_CAMPAIGN_ANTI-FAST-FASHION_CAROUSEL_PRODUCT_BRAND_CATEGORY _MIX_CHUNG-PREETMA-VIOLETTE-PANDORA,PANDORA
CONTEMPORARY_USA_ALL_28-35_ALL_ALL_CAROUSEL_CAMPAIGN_ANTI-FAST-FASHION_CAROUSEL_PRODUCT_BRAND_CATEGORY _MIX_CHUNG-PREETMA-VIOLETTE-PANDORA,PANDORA
CONTEMPORARY_USA_ALL_28-35_ALL_ALL_LINKAD_CAMPAIGN_ANTI-FAST-FASHION_LINKAD_PRODUCT_BRAND_CATEGORY _JUMPSUIT_GILROY,GILROY
CONTEMPORARY_USA_ALL_28-35_COMPETITORS_ALL_CAROUSEL_CAMPAIGN_ANTI-FAST-FASHION_CAROUSEL_PRODUCT_BRAND_CATEGORY _MIX_CHIARA-SOROYA-ELINOR-ALDRIDGE,ALDRIDGE
