Date,Platform,utm_campaign,leads_na
2017-05-14,Facebook,CONTEMPORARY_USA_ALL_28-35_ALL+_ALL_LINKAD_PRODUCT_ANTI-FAST-FASHION_LINKAD_PRODUCT_BRAND_CATEGORY_MIX_JENSEN-STEPHANIA, 1
2017-05-14,Facebook,CONTEMPORARY_USA_ALL_28-35_COMPETITORS_ALL_CAROUSEL_INFLUENCER_HIGH+CONTRAST_CAROUSEL_SMSHOOT_STYLING_PDP_DRESSES_MAQUINO-RINGWALD-BLUEBELL-MIDDLETON, 3
2017-05-14,Facebook,CONTEMPORARY_USA_ALL_28-35_COMPETITORS_ALL_CAROUSEL_PRODUCT_HIGH+CONTRAST_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_REESE-DEVILLE-JO-BLUEBELL, 3
2017-05-14,Facebook,CONTEMPORARY_USA_ALL_28-35_HHI_ALL_CAROUSEL_PRODUCT_HIGH+CONTRAST_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_REESE-DEVILLE-JO-BLUEBELL, 7
2017-05-14,Facebook,CONTEMPORARY_USA_ALL_28-35_SUSTAINABILITY_ALL_CAROUSEL_INFLUENCER_HIGH+CONTRAST_CAROUSEL_SMSHOOT_STYLING_PDP_DRESSES_MAQUINO-RINGWALD-BLUEBELL-MIDDLETON, 2
2017-05-14,Facebook,CONTEMPORARY_USA_ALL_28-35_SUSTAINABILITY_ALL_CAROUSEL_PRODUCT_HIGH+CONTRAST_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_REESE-DEVILLE-JO-BLUEBELL, 4
2017-05-14,Facebook,CONTEMPORARY_USA_ALL_28-35_SUSTAINABILITY+_ALL_CAROUSEL_PRODUCT_ANTI-FAST-FASHION_CAROUSEL_PRODUCT_BRAND_PDP_MIX_SELAH-SOLANGE-IRINA-RENYOLDS-MARLEY, 2
2017-05-14,Facebook,CONTEMPORARY_USA_ALL_28-35_SUSTAINABILITY+_ALL_LINKAD_PRODUCT_ANTI-FAST-FASHION_LINKAD_PRODUCT_BRAND_CATEGORY_MIX_JENSEN-STEPHANIA, 2
2017-05-14,Facebook,CONTEMPORARY_USA_ALL_36-45_ALL_ALL_CAROUSEL_PRODUCT_HIGH+CONTRAST_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_REESE-DEVILLE-JO-BLUEBELL, 1
2017-05-14,Facebook,CONTEMPORARY_USA_ALL_36-45_ALL_ALL_LINKAD_CAMPAIGN_HIGH+CONTRAST_STILL_PRODUCT_CTA_PDP_DRESSES_RINGWALDS, 1
2017-05-14,Facebook,CONTEMPORARY_USA_ALL_36-45_COMPETITORS_ALL_CAROUSEL_CAMPAIGN_HIGH+CONTRAST_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_DEVILLE-RINDWALDS-MAQUINO-MIDDLETON-RINGWALD, 1
2017-05-14,Facebook,CONTEMPORARY_USA_ALL_36-45_COMPETITORS_ALL_CAROUSEL_INFLUENCER_HIGH CONTRAST_CAROUSEL_SMSHOOT_STYLING_PDP_DRESSES_MAQUINO-RINGWALD-BLUEBELL-MIDDLETON, 1
2017-05-14,Facebook,CONTEMPORARY_USA_ALL_36-45_COMPETITORS_ALL_CAROUSEL_INFLUENCER_HIGH+CONTRAST_CAROUSEL_SMSHOOT_STYLING_PDP_DRESSES_MAQUINO-RINGWALD-BLUEBELL-MIDDLETON, 1
2017-05-14,Facebook,CONTEMPORARY_USA_ALL_36-45_COMPETITORS_ALL_CAROUSEL_PRODUCT_HIGH+CONTRAST_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_REESE-DEVILLE-JO-BLUEBELL, 4
2017-05-14,Facebook,CONTEMPORARY_USA_ALL_36-45_HHI_ALL_CAROUSEL_PRODUCT_HIGH+CONTRAST_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_REESE-DEVILLE-JO-BLUEBELL, 2
2017-05-14,Facebook,CONTEMPORARY_USA_ALL_36-45_SUSTAINABILITY_ALL_CAROUSEL_CAMPAIGN_HIGH+CONTRAST_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_DEVILLE-RINDWALDS-MAQUINO-MIDDLETON-RINGWALD, 1
2017-05-14,Facebook,CONTEMPORARY_USA_ALL_36-45_SUSTAINABILITY_ALL_CAROUSEL_INFLUENCER_HIGH+CONTRAST_CAROUSEL_SMSHOOT_STYLING_PDP_DRESSES_MAQUINO-RINGWALD-BLUEBELL-MIDDLETON, 1
2017-05-14,Facebook,CONTEMPORARY_USA_ALL_36-45_SUSTAINABILITY_ALL_CAROUSEL_PRODUCT_HIGH+CONTRAST_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_REESE-DEVILLE-JO-BLUEBELL, 2
2017-05-14,Facebook,CONTEMPORARY-NIGHT_AUS_NA_ALL_NA_ALL_CAROUSEL_PRODUCT_EVENING_CAROUSEL_PRODUCT_NA_PDP_DRESSES_AXIS-LYRA-TWILIGHT-PISCES-IRVINE-SATTELITE, 2
2017-05-14,Facebook,PROM_CAN_ALL_16-19_NA_ALL_CAROUSEL_PRODUCT_ELEGANT_CAROUSEL_PRODUCT_CHEEKY_PDP_DRESSES_ANDROMEDA-LYRA-VERA-DIPPER, 1
2017-05-14,Facebook,PROM_CAN_ALL_19-20_NA_M_CAROUSEL_PRODUCT_DRAMATIC_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_GALACTIC-BOREALIS-NOVA-VELA, 2
2017-05-14,Facebook,PROM_RE_USA_ALL_17-19_RE_ALL_CAROUSEL_PRODUCT_BEST+SELLERS_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_JO-TILBURY-LENAH-LUCID, 1
2017-05-14,Facebook,PROM_UK_ALL_19-20_NA_M_CAROUSEL_PRODUCT_DRAMATIC_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_GALACTIC-BOREALIS-NOVA-VELA, 1
2017-05-14,Facebook,PROM_USA_EC_17_NA_D_CAROUSEL_PRODUCT_GIRLY_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_VALENTINA-SATELLITE-ALIJA-RETROGRADE, 1
2017-05-14,Facebook,PROM_USA_EC_18_NA_D_CAROUSEL_PRODUCT_DRAMATIC_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_GALACTIC-BOREALIS-NOVA-VELA, 1
